make,city_mpg,highway_mpg
Ford,11,16
Ford,18,23
Ford,15,20
Ford,17,22
Ford,14,18
Ford,15,20
Mitsubishi,15,16
GMC,14,18
GMC,14,17
GMC,15,18
GMC,12,17
GMC,12,16
GMC,11,16
GMC,11,16
GMC,11,14
GMC,14,17
GMC,14,18
Mitsubishi,14,15
GMC,15,20
GMC,15,19
GMC,13,17
GMC,12,16
GMC,11,16
GMC,11,15
GMC,11,15
GMC,11,14
GMC,15,18
GMC,14,17
Mitsubishi,16,18
GMC,16,20
GMC,15,20
GMC,15,20
GMC,15,20
Isuzu,15,18
Isuzu,14,17
Mitsubishi,15,20
Mazda,18,22
Mazda,15,20
Mazda,16,20
Mitsubishi,16,18
Mazda,15,20
Mazda,16,20
Toyota,13,16
Toyota,14,17
Toyota,16,18
Toyota,17,20
Toyota,12,16
Toyota,14,17
Chevrolet,15,19
Chevrolet,15,20
Plymouth,17,23
Chevrolet,15,20
Chevrolet,15,20
Chevrolet,13,17
Chevrolet,12,17
Chevrolet,15,20
Chevrolet,15,20
Chevrolet,12,16
Dodge,14,17
Dodge,11,14
Dodge,12,16
Plymouth,17,23
Dodge,11,15
Dodge,12,16
Dodge,11,15
Ford,16,22
Ford,17,23
Ford,14,19
Ford,14,18
Ford,13,15
Ford,13,17
Ford,12,17
Subaru,18,22
Ford,11,16
Ford,11,13
Ford,12,15
Ford,11,15
GMC,15,20
GMC,13,17
GMC,12,17
GMC,15,20
GMC,15,20
GMC,12,16
Dodge,16,22
Subaru,21,26
GMC,15,19
GMC,15,20
GMC,15,20
Chevrolet,14,17
Chevrolet,14,19
Chevrolet,15,20
Chevrolet,14,17
Chevrolet,12,17
Chevrolet,11,16
Chevrolet,15,19
Subaru,21,26
Chevrolet,11,16
Dodge,14,16
Dodge,11,14
Dodge,11,16
Dodge,11,15
Dodge,11,15
Dodge,10,15
Ford,15,21
Ford,15,22
Ford,14,19
Subaru,18,22
Ford,14,18
Ford,12,15
Ford,12,17
Ford,11,15
GMC,14,17
GMC,12,17
GMC,11,16
GMC,15,19
GMC,11,16
GMC,14,17
Subaru,19,23
GMC,14,19
GMC,15,20
Toyota,17,21
Toyota,15,20
Toyota,15,19
Toyota,15,19
Chevrolet,11,16
Chevrolet,17,21
Chevrolet,15,23
Chevrolet,15,22
Subaru,19,22
Chevrolet,15,20
Nissan,14,17
Nissan,14,17
Nissan,16,21
Chrysler,15,20
Dodge,18,22
Dodge,18,24
Dodge,17,22
Dodge,18,22
Dodge,18,24
Subaru,18,22
Dodge,17,22
Dodge,16,22
Dodge,15,20
Jeep,18,22
Jeep,14,20
Jeep,15,20
Jeep,14,20
Ford,14,19
Ford,16,20
Mercury,15,21
Subaru,19,23
Mercury,15,21
Geo,21,22
Geo,21,22
Geo,21,24
Geo,22,24
GMC,11,16
GMC,15,22
GMC,15,20
Isuzu,15,19
Isuzu,15,18
Subaru,19,26
Isuzu,15,17
Isuzu,15,17
Honda,15,18
Honda,15,17
Honda,15,17
Mazda,16,22
Mazda,15,20
Mazda,15,20
Mazda,16,22
Mazda,14,19
Subaru,19,22
Pontiac,17,21
Pontiac,15,23
Plymouth,18,22
Plymouth,18,24
Plymouth,17,22
Plymouth,16,22
Plymouth,15,20
Suzuki,21,22
Suzuki,21,22
Suzuki,21,24
Subaru,19,22
Suzuki,22,24
Suzuki,19,24
Suzuki,20,24
Oldsmobile,17,21
Oldsmobile,15,23
Toyota,15,19
Chevrolet,11,15
Chevrolet,11,15
Chevrolet,14,17
Chevrolet,11,14
Dodge,17,22
Suzuki,20,22
Chevrolet,15,20
Chevrolet,15,20
Nissan,14,17
Nissan,14,17
Chrysler,14,19
Dodge,15,20
Dodge,14,19
Jeep,17,20
Jeep,14,18
Jeep,15,20
Suzuki,20,22
Jeep,14,19
Jeep,14,19
Jeep,12,17
Jeep,15,17
Jeep,17,18
Jeep,13,16
Jeep,14,17
Ford,12,17
Ford,12,16
Ford,11,16
Toyota,10,12
Ford,14,18
Ford,15,20
Geo,21,22
Geo,21,22
Geo,21,24
Geo,22,24
Geo,21,22
Geo,21,22
Geo,21,24
Geo,22,24
Toyota,18,20
GMC,15,20
GMC,15,20
GMC,11,14
GMC,11,15
GMC,11,15
GMC,14,17
Isuzu,15,19
Isuzu,14,17
Isuzu,15,17
Isuzu,14,17
Toyota,19,23
Isuzu,14,17
Isuzu,13,16
Isuzu,14,17
Honda,14,17
Honda,15,17
Land Rover,12,15
Land Rover,11,15
Land Rover,11,15
Land Rover,11,14
Land Rover,11,15
Chevrolet,17,17
Mitsubishi,14,17
Mitsubishi,14,17
Mitsubishi,13,16
Mazda,14,17
Mazda,14,17
Mazda,15,20
Mazda,14,18
Plymouth,15,20
Plymouth,14,19
Subaru,19,20
Chevrolet,13,14
Subaru,21,26
Suzuki,24,26
Suzuki,21,22
Suzuki,21,22
Suzuki,21,24
Suzuki,22,24
Suzuki,19,24
Suzuki,20,24
Oldsmobile,15,19
Toyota,11,14
Chevrolet,12,15
Toyota,17,20
Toyota,12,15
Toyota,13,17
Chevrolet,15,23
Chevrolet,16,18
Dodge,14,17
Dodge,12,14
Dodge,12,16
Dodge,11,13
Buick,15,23
Nissan,14,14
Acura,16,22
Acura,16,22
Chevrolet,15,23
Chevrolet,15,23
Chevrolet,15,24
Nissan,16,22
Nissan,16,22
Nissan,17,22
Nissan,16,22
Dodge,11,20
Dodge,9,11
Ferrari,9,14
Ferrari,7,10
Ferrari,10,15
Ferrari,11,17
Honda,25,33
Honda,30,37
Honda,23,31
Honda,23,27
Honda,25,32
Lamborghini,8,13
Dodge,18,22
Ford,19,22
Lamborghini,8,13
Lotus,15,25
Mazda,19,26
Mazda,21,27
Mazda,15,22
Mazda,15,23
Mercedes-Benz,15,22
Mercedes-Benz,15,20
Mercedes-Benz,12,16
Panoz Auto-Development,18,30
Ford,15,17
Porsche,15,23
Porsche,15,24
Toyota,18,25
Toyota,19,27
Toyota,19,26
Audi,16,24
Audi,17,24
BMW,18,26
BMW,19,29
BMW,18,26
Ford,14,17
BMW,17,26
Nissan,18,24
Nissan,19,26
Mercedes-Benz,16,21
Porsche,15,22
Porsche,15,22
Porsche,15,23
Porsche,14,17
Porsche,11,17
Porsche,15,23
GMC,17,17
Porsche,15,24
Toyota,19,27
Toyota,19,26
Toyota,23,30
Toyota,25,33
Toyota,16,22
Toyota,17,22
Toyota,16,22
Toyota,15,22
Acura,22,28
GMC,13,14
Acura,21,29
Acura,22,29
BMW,17,26
BMW,17,25
BMW,18,26
BMW,19,29
BMW,18,26
BMW,17,26
BMW,15,22
BMW,12,19
GMC,12,15
BMW,10,18
Chevrolet,17,26
Chevrolet,17,26
Chevrolet,17,26
Chevrolet,15,23
Chevrolet,15,24
Chrysler,18,26
Nissan,23,31
Nissan,25,34
Nissan,24,33
Toyota,14,14
Nissan,26,36
Nissan,21,29
Nissan,21,29
Nissan,16,22
Nissan,17,22
Dodge,16,21
Dodge,17,22
Dodge,16,22
Dodge,17,23
Dodge,16,22
Toyota,15,16
Eagle,24,29
Eagle,28,35
Eagle,23,30
Eagle,23,30
Eagle,18,28
Eagle,19,29
Eagle,20,25
Eagle,17,23
Eagle,19,30
Eagle,19,29
Nissan,15,20
Eagle,21,29
Eagle,19,25
Ferrari,9,15
Ford,25,31
Ford,31,38
Ford,17,26
Ford,18,27
Ford,15,22
Ford,15,23
Ford,12,20
Nissan,15,21
Ford,19,29
Ford,23,30
Ford,18,24
Ford,18,24
Geo,37,44
Geo,26,31
Geo,33,39
Honda,25,33
Honda,35,41
Honda,29,36
Dodge,20,24
Nissan,16,22
Honda,33,41
Honda,23,31
Honda,25,32
Honda,39,50
Honda,37,45
Honda,20,26
Honda,19,24
Honda,21,26
Honda,19,25
Honda,19,24
Honda,24,29
Hyundai,22,31
Hyundai,24,33
Hyundai,23,30
Infiniti,16,22
Jaguar,11,15
Jaguar,11,16
Lexus,16,22
Lexus,16,22
Lexus,16,20
Mazda,22,31
Honda,26,32
Mazda,25,34
Mazda,18,25
Mazda,20,26
Mazda,20,28
Mazda,23,31
Mazda,18,24
Mazda,18,24
Mercedes-Benz,18,24
Mitsubishi,19,29
Mitsubishi,18,28
Honda,37,46
Mitsubishi,20,25
Mitsubishi,17,23
Mitsubishi,19,29
Mitsubishi,19,30
Mitsubishi,21,29
Mitsubishi,19,25
Mitsubishi,24,29
Mitsubishi,28,35
Mitsubishi,23,30
Mitsubishi,23,30
Mercedes-Benz,13,15
Mitsubishi,16,22
Mitsubishi,17,23
Mitsubishi,16,22
Mitsubishi,16,22
Mitsubishi,15,22
Pontiac,17,26
Pontiac,17,26
Pontiac,17,26
Pontiac,15,23
Pontiac,15,23
Mazda,15,21
Pontiac,15,23
Pontiac,15,24
Rolls-Royce,9,14
Rolls-Royce,9,14
Rolls-Royce,9,14
Rolls-Royce,9,14
Saab,18,24
Saab,18,26
Saab,18,26
Saab,17,24
Mazda,15,20
Saab,16,23
Saturn,21,31
Saturn,23,33
Saturn,24,36
Saturn,22,32
Subaru,21,27
Subaru,21,29
Subaru,19,26
Subaru,20,26
Subaru,19,26
Maserati,12,18
Subaru,15,23
Subaru,15,23
Saleen,13,24
Suzuki,30,35
Suzuki,37,44
Toyota,23,31
Toyota,24,31
Toyota,20,27
Toyota,19,26
Toyota,27,32
Aston Martin,7,9
Toyota,26,35
Toyota,28,35
Toyota,27,35
Volkswagen,19,26
Volkswagen,21,28
Acura,16,21
Acura,17,22
Acura,16,23
Acura,16,24
Acura,18,23
Aston Martin,7,9
Alfa Romeo,14,20
Alfa Romeo,15,22
Audi,17,22
Audi,17,23
Audi,16,20
Audi,16,22
Audi,16,22
Audi,16,24
Audi,17,24
Audi,17,24
Dodge,21,31
Aston Martin,7,10
Audi,17,23
BMW,18,26
BMW,19,29
BMW,16,23
BMW,17,26
BMW,15,23
BMW,15,22
BMW,15,23
BMW,13,22
Buick,19,28
Audi,16,20
Buick,19,29
Buick,17,26
Buick,17,26
Chevrolet,21,33
Chevrolet,18,27
Chevrolet,18,27
Chevrolet,22,33
Chevrolet,19,29
Chevrolet,19,29
Chevrolet,18,27
Chevrolet,16,24
Chevrolet,18,27
Chrysler,18,27
Chrysler,19,29
Chrysler,19,30
Chrysler,19,29
Chrysler,18,26
Nissan,18,26
Nissan,21,28
Dodge,18,27
Dodge,19,29
Chevrolet,15,24
Dodge,19,30
Dodge,19,29
Dodge,18,26
Dodge,23,30
Dodge,25,34
Ford,21,29
Ford,19,28
Ford,18,26
Ford,20,26
Ford,22,28
Chevrolet,15,20
Ford,23,31
Ford,26,34
Geo,23,27
Geo,24,31
Geo,23,31
Geo,25,31
Kia,22,31
Kia,22,30
Kia,25,32
Kia,20,26
Chevrolet,19,26
Kia,21,26
Honda,21,27
Honda,20,27
Honda,22,28
Honda,22,29
Honda,17,23
Hyundai,24,33
Hyundai,25,34
Hyundai,19,27
Hyundai,19,26
Chevrolet,22,29
Hyundai,19,26
Hyundai,18,26
Hyundai,19,26
Infiniti,19,26
Infiniti,19,26
Infiniti,21,29
Infiniti,21,29
Jaguar,11,15
Jaguar,15,22
Lexus,18,26
Chevrolet,21,29
Mercury,21,29
Mercury,19,28
Mercury,18,26
Mercury,20,26
Mercury,22,28
Mercury,23,31
Mercury,26,34
Mazda,18,26
Mazda,18,24
Mazda,23,32
Chevrolet,17,24
Mazda,26,35
Mazda,21,29
Mazda,20,26
Mazda,24,33
Mazda,23,29
Mazda,23,30
Mazda,25,33
Mercedes-Benz,20,26
Mercedes-Benz,18,24
Mercedes-Benz,16,20
Chevrolet,15,22
Mercedes-Benz,18,24
Mercedes-Benz,16,22
Mercedes-Benz,13,18
Mercedes-Benz,11,16
Mitsubishi,16,23
Mitsubishi,16,23
Mitsubishi,19,26
Mitsubishi,21,28
Mitsubishi,18,24
Oldsmobile,19,29
Dodge,17,26
Chevrolet,23,28
Oldsmobile,19,28
Oldsmobile,19,29
Oldsmobile,17,26
Oldsmobile,17,26
Plymouth,23,30
Plymouth,25,34
Pontiac,19,29
Pontiac,19,28
Pontiac,19,29
Pontiac,17,26
Chevrolet,23,29
Pontiac,18,26
Pontiac,21,33
Pontiac,19,29
Pontiac,19,29
Rolls-Royce,9,15
Saturn,21,31
Saturn,23,33
Saturn,24,36
Saturn,22,32
Subaru,20,28
Chevrolet,23,31
Subaru,21,29
Subaru,19,26
Subaru,19,26
Toyota,23,27
Toyota,24,31
Toyota,23,31
Toyota,24,31
Volkswagen,20,26
Volkswagen,21,29
Volkswagen,17,23
Chrysler,19,23
Volkswagen,20,26
Volkswagen,21,29
Volkswagen,16,23
Volkswagen,17,23
Volvo,15,23
BMW,15,22
BMW,15,22
BMW,14,18
Buick,17,26
Buick,17,26
Chrysler,17,22
Buick,17,26
Buick,17,26
Buick,17,26
Buick,17,26
Cadillac,15,23
Chevrolet,17,26
Chevrolet,17,26
Chevrolet,15,24
Chrysler,18,26
Chrysler,18,26
Chrysler,19,30
Nissan,18,26
Nissan,19,25
Dodge,19,26
Dodge,19,24
Dodge,18,26
Dodge,18,26
Ford,18,27
Ford,16,24
Ford,16,24
Ford,17,26
Chrysler,20,30
Ford,17,26
Ford,16,22
Ford,17,24
Ford,16,24
Ford,15,23
Hyundai,18,26
Hyundai,19,26
Infiniti,15,20
Infiniti,14,19
Lexus,16,22
Chrysler,17,22
Lexus,17,23
Mercury,17,24
Mercury,15,23
Lincoln,16,23
Mercury,18,27
Mercury,17,26
Mazda,20,28
Mazda,23,31
Mazda,18,24
Mazda,18,24
Chrysler,19,23
Mazda,17,22
Oldsmobile,15,22
Oldsmobile,17,26
Oldsmobile,17,26
Oldsmobile,17,26
Oldsmobile,17,26
Oldsmobile,15,24
Plymouth,19,26
Plymouth,19,24
Pontiac,17,26
Chrysler,18,21
Pontiac,17,26
Pontiac,15,24
Rolls-Royce,9,14
Rolls-Royce,10,15
Rolls-Royce,9,14
Rolls-Royce,9,15
Saab,18,26
Saab,18,26
Saab,18,26
Saab,17,24
Ford,22,28
Dodge,18,22
Nissan,23,27
Saab,16,23
Toyota,19,26
Toyota,20,29
Toyota,18,26
Volkswagen,18,25
Volkswagen,18,27
Volkswagen,16,23
Volkswagen,16,23
Volvo,17,24
Volvo,18,26
Nissan,23,27
Volvo,18,26
Volvo,17,22
Buick,17,26
Buick,17,26
Buick,15,23
Cadillac,15,23
Cadillac,14,24
Cadillac,15,23
Cadillac,15,23
Chevrolet,16,24
Nissan,26,34
Chevrolet,15,23
Chrysler,16,24
Chrysler,18,26
Chrysler,16,24
Chrysler,16,24
Dabryan Coach Builders Inc,14,22
Dabryan Coach Builders Inc,14,22
Dabryan Coach Builders Inc,15,21
Dabryan Coach Builders Inc,14,22
Dabryan Coach Builders Inc,13,17
Nissan,27,35
Dabryan Coach Builders Inc,14,22
Dabryan Coach Builders Inc,13,17
Dabryan Coach Builders Inc,14,22
Dabryan Coach Builders Inc,13,17
Dodge,18,26
Dodge,16,24
Dodge,16,24
Eagle,18,26
Eagle,16,24
Eagle,16,24
Nissan,23,27
Federal Coach,13,17
Federal Coach,13,17
Federal Coach,13,17
Federal Coach,13,17
Federal Coach,13,17
Federal Coach,13,17
Federal Coach,14,20
Federal Coach,15,22
Federal Coach,14,20
Federal Coach,14,20
Nissan,23,27
Federal Coach,14,20
Ford,15,23
Ford,15,20
Lincoln,15,23
Mercury,15,23
Lincoln,15,23
Mercedes-Benz,15,22
Mercedes-Benz,15,22
Mercedes-Benz,19,26
Mercedes-Benz,14,19
Nissan,27,35
Mercedes-Benz,14,18
Mercedes-Benz,11,15
Oldsmobile,17,26
Oldsmobile,17,26
Pontiac,17,26
Pontiac,15,23
Rolls-Royce,9,14
Saab,16,25
Saab,15,23
Saab,18,26
Nissan,26,34
Saab,18,26
Saab,18,26
Saab,16,24
Toyota,18,26
Audi,16,20
Audi,17,22
Audi,16,22
BMW,16,23
BMW,15,23
Ford,23,31
Nissan,38,44
Ford,26,34
Honda,19,25
Honda,21,27
Honda,21,27
Honda,22,28
Mercury,23,31
Mercury,26,34
Saturn,23,33
Saturn,21,31
Saturn,24,36
Nissan,19,26
Saturn,22,32
Subaru,21,27
Subaru,21,29
Subaru,19,26
Subaru,20,26
Subaru,19,26
Toyota,23,31
Toyota,24,31
Volvo,15,23
Buick,17,26
Dodge,20,24
Nissan,19,25
Buick,17,26
Eagle,21,27
Eagle,21,27
Eagle,17,21
Eagle,18,24
Eagle,18,22
Eagle,19,25
Ford,18,27
Ford,16,24
Honda,18,22
Nissan,16,22
Mercury,18,27
Mercury,16,24
Mercedes-Benz,16,22
Mitsubishi,17,21
Mitsubishi,18,24
Mitsubishi,18,22
Mitsubishi,19,25
Mitsubishi,18,24
Mitsubishi,19,25
Oldsmobile,17,26
Dodge,18,23
Oldsmobile,17,26
Subaru,20,28
Subaru,21,29
Subaru,19,26
Subaru,19,26
Toyota,19,26
Toyota,18,26
Volkswagen,16,23
Volkswagen,16,23
Volvo,17,24
Dodge,22,31
Volvo,18,26
Volvo,18,26
Volvo,17,22
Buick,15,23
Chevrolet,15,23
Chevrolet,18,24
Chevrolet,21,26
Chevrolet,16,22
Chevrolet,15,21
Chevrolet,15,22
Dodge,18,27
Nissan,18,23
Nissan,19,24
Nissan,15,20
Nissan,16,20
GMC,18,24
GMC,21,26
GMC,15,21
GMC,16,22
GMC,15,22
Isuzu,19,23
Dodge,25,29
Mitsubishi,17,21
Mitsubishi,18,23
Mitsubishi,15,20
Toyota,19,23
Toyota,19,26
Toyota,17,20
Toyota,17,21
Chevrolet,15,20
Chevrolet,15,20
Chevrolet,15,20
Dodge,31,36
Chevrolet,13,17
Chevrolet,12,17
Chevrolet,12,17
Chevrolet,13,17
Chevrolet,15,20
Chevrolet,15,20
Chevrolet,17,22
Chevrolet,15,20
Chevrolet,15,20
Chevrolet,15,20
Dodge,19,23
Chevrolet,12,16
Chevrolet,12,17
Chevrolet,11,17
Chevrolet,13,17
Chevrolet,14,18
Chevrolet,15,20
Chevrolet,17,22
Dodge,20,25
Dodge,15,19
Dodge,15,21
Dodge,17,22
Dodge,13,17
Dodge,14,18
Dodge,14,18
Dodge,15,20
Dodge,12,16
Dodge,12,17
Dodge,11,15
Dodge,12,16
Dodge,11,15
Dodge,11,15
Dodge,20,31
Dodge,11,15
Ford,14,18
Ford,14,18
Ford,13,17
Ford,11,16
Ford,12,17
Ford,13,17
Ford,12,17
Ford,12,17
Ford,11,16
Dodge,18,21
Dodge,19,23
Ford,11,15
Ford,18,23
Ford,20,26
Ford,16,22
Ford,17,23
Ford,15,20
Ford,17,22
GMC,15,20
GMC,15,20
GMC,15,20
Dodge,17,22
GMC,13,17
GMC,12,17
GMC,12,17
GMC,13,17
GMC,15,20
GMC,15,20
GMC,17,22
GMC,15,20
GMC,15,20
GMC,15,20
Dodge,18,21
GMC,12,16
GMC,12,17
GMC,11,17
GMC,13,17
GMC,15,20
GMC,14,18
GMC,17,22
Mazda,18,23
Mazda,20,26
Mazda,16,22
Ford,18,22
Mazda,17,23
Mazda,15,20
Mazda,17,22
Toyota,18,22
Toyota,18,23
Toyota,15,19
Toyota,16,20
Toyota,19,23
Toyota,19,25
Toyota,16,20
Ford,21,26
Toyota,16,22
Chevrolet,14,17
Chevrolet,13,17
Chevrolet,14,17
Chevrolet,11,15
Chevrolet,11,16
Chevrolet,11,15
Chevrolet,11,15
Chevrolet,12,16
Chevrolet,14,19
Ford,17,24
Chevrolet,14,17
Chevrolet,14,17
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,14,16
Chevrolet,11,15
Chevrolet,11,15
Chevrolet,11,15
Chevrolet,11,15
Chevrolet,11,15
Ford,17,21
Chevrolet,14,19
Chevrolet,13,17
Chevrolet,14,17
Chevrolet,15,20
Chevrolet,15,20
Chevrolet,15,19
Chevrolet,15,20
Nissan,16,19
Nissan,14,17
Nissan,14,17
Honda,22,27
Dodge,14,17
Dodge,14,17
Dodge,12,16
Dodge,11,16
Dodge,11,15
Dodge,11,16
Dodge,10,14
Dodge,11,15
Dodge,11,14
Dodge,10,14
Honda,22,27
Dodge,11,14
Ford,14,18
Ford,14,17
Ford,12,17
Ford,12,17
Ford,12,16
Ford,11,16
Ford,19,24
Ford,15,21
Ford,16,22
Honda,22,27
Ford,15,20
Ford,15,20
GMC,14,17
GMC,13,17
GMC,14,17
GMC,11,15
GMC,11,16
GMC,11,15
GMC,11,15
GMC,12,16
Ford,24,28
Honda,22,29
GMC,14,17
GMC,14,19
GMC,14,17
GMC,14,17
GMC,13,17
GMC,14,16
GMC,11,15
GMC,11,15
GMC,11,14
GMC,11,15
Honda,21,24
GMC,11,15
GMC,13,17
GMC,14,19
GMC,14,17
GMC,15,20
GMC,15,20
GMC,15,19
GMC,15,20
Isuzu,15,19
Mazda,19,24
Honda,31,39
Mazda,15,21
Mazda,16,22
Mazda,15,20
Mazda,15,20
Toyota,16,19
Toyota,16,20
Toyota,15,17
Toyota,15,18
Toyota,15,17
Toyota,15,18
Honda,25,29
Toyota,16,18
Toyota,17,20
Toyota,12,16
Toyota,14,17
Chevrolet,15,20
Chevrolet,15,20
Chevrolet,15,20
Chevrolet,12,16
Chevrolet,15,20
Chevrolet,13,15
Honda,27,33
Nissan,14,17
Dodge,14,16
Dodge,11,13
Dodge,12,16
Dodge,11,15
Dodge,12,16
Dodge,11,15
Ford,16,22
Ford,13,15
Ford,12,17
Honda,21,28
Ford,12,17
Ford,11,16
Ford,11,13
Ford,11,16
Ford,11,15
GMC,15,20
GMC,12,16
GMC,15,20
GMC,13,15
GMC,15,20
Isuzu,19,22
GMC,15,20
Chevrolet,14,17
Chevrolet,15,19
Chevrolet,13,15
Chevrolet,12,15
Chevrolet,15,18
Dodge,14,16
Dodge,11,13
Dodge,12,16
Dodge,11,15
Isuzu,21,26
Dodge,11,15
Dodge,10,14
Ford,14,18
Ford,15,22
Ford,15,20
Ford,11,16
Ford,12,17
Ford,11,15
GMC,13,15
GMC,12,15
Isuzu,18,23
GMC,15,18
GMC,14,17
GMC,15,19
Toyota,15,20
Toyota,16,20
Toyota,15,19
Toyota,15,20
Volkswagen,14,17
Volkswagen,14,17
Chevrolet,15,20
Isuzu,18,24
Chevrolet,15,22
Chevrolet,11,14
Chevrolet,17,21
Chevrolet,15,23
Nissan,14,17
Nissan,14,17
Nissan,16,21
Chrysler,15,21
Dodge,18,23
Dodge,18,22
Ford,26,29
Mercury,18,22
Dodge,16,22
Dodge,16,22
Dodge,18,23
Dodge,19,26
Dodge,18,22
Dodge,17,23
Dodge,16,22
Dodge,16,22
Dodge,15,21
Jeep,15,17
Mercury,21,26
Jeep,18,22
Jeep,14,19
Jeep,15,20
Jeep,14,19
Ford,14,19
Ford,16,21
Ford,16,23
Ford,15,22
Ford,16,23
Ford,15,22
Mercury,17,21
Federal Coach,13,17
Federal Coach,13,17
Federal Coach,14,20
Kia,17,21
Mercury,15,22
Mercury,15,22
GMC,11,14
GMC,15,20
GMC,15,22
Isuzu,16,20
Mazda,26,29
Honda,16,20
Mazda,16,22
Mazda,15,20
Pontiac,17,21
Pontiac,15,23
Plymouth,18,23
Plymouth,19,26
Plymouth,18,22
Plymouth,17,23
Plymouth,16,22
Mitsubishi,21,23
Plymouth,16,22
Plymouth,15,21
Oldsmobile,17,21
Oldsmobile,15,23
Toyota,15,19
Chevrolet,15,19
Chevrolet,15,20
Chevrolet,11,14
Chevrolet,11,14
Chevrolet,11,15
Mitsubishi,21,29
Chevrolet,13,16
Nissan,14,17
Nissan,14,17
Chrysler,15,20
Dodge,15,20
Dodge,15,20
Jeep,15,17
Jeep,17,20
Jeep,13,18
Jeep,15,19
Mitsubishi,25,29
Jeep,14,18
Jeep,14,18
Jeep,12,17
Jeep,15,17
Jeep,17,18
Jeep,14,16
Jeep,14,17
Ford,12,17
Ford,12,16
Ford,11,16
Mitsubishi,31,36
Ford,14,18
Ford,15,20
Kia,16,20
Kia,18,22
Kia,17,20
GMC,15,19
GMC,15,20
GMC,11,14
GMC,11,14
GMC,11,15
Mitsubishi,21,23
GMC,13,16
Isuzu,14,17
Isuzu,12,16
Isuzu,14,17
Isuzu,13,16
Land Rover,12,15
Land Rover,11,15
Land Rover,11,15
Land Rover,11,15
Land Rover,11,17
Mitsubishi,21,29
Land Rover,11,15
Mitsubishi,14,17
Mitsubishi,14,17
Mitsubishi,14,17
Mitsubishi,14,17
Mitsubishi,13,16
Mazda,14,17
Plymouth,15,20
Plymouth,15,20
Suzuki,24,26
Ford,27,35
Plymouth,31,36
Toyota,12,14
Toyota,17,20
Toyota,12,15
Toyota,13,16
Dodge,14,18
Dodge,12,16
Buick,15,23
Acura,16,22
Acura,16,22
BMW,20,29
Plymouth,27,36
BMW,20,29
Chevrolet,15,23
Chevrolet,15,24
Nissan,16,22
Nissan,16,22
Nissan,17,22
Nissan,16,22
Dodge,11,20
Ferrari,9,14
Honda,25,33
Plymouth,18,23
Honda,24,32
Honda,23,27
Honda,29,35
Honda,26,33
Lamborghini,8,13
Mazda,19,26
Mazda,21,26
Mercedes-Benz,15,22
Mercedes-Benz,15,22
Mercedes-Benz,12,19
Plymouth,22,31
Suzuki,22,26
Suzuki,21,25
Suzuki,22,26
Vector,7,12
Audi,17,22
BMW,19,28
BMW,20,29
BMW,18,24
BMW,18,26
Nissan,18,24
Plymouth,18,27
Nissan,19,26
Jaguar,16,22
Mitsubishi,18,24
Mitsubishi,20,29
Mitsubishi,18,26
Mitsubishi,19,27
Porsche,15,22
Porsche,15,21
Porsche,15,23
Porsche,11,17
Pontiac,16,24
Toyota,18,26
Toyota,19,26
Toyota,24,31
Toyota,26,32
Toyota,16,22
Toyota,16,23
Toyota,16,22
Acura,22,29
Acura,21,29
Acura,22,29
Pontiac,15,24
BMW,18,26
BMW,19,28
BMW,20,29
BMW,18,24
BMW,18,26
BMW,14,19
BMW,12,19
Chevrolet,17,26
Chevrolet,17,28
Chevrolet,15,23
Pontiac,15,20
Chevrolet,15,24
Nissan,24,33
Nissan,26,36
Nissan,21,28
Nissan,21,29
Nissan,16,22
Nissan,17,22
Dodge,16,22
Dodge,16,22
Dodge,17,23
Pontiac,17,23
Dodge,17,22
Dodge,16,22
Eagle,24,29
Eagle,28,35
Eagle,23,30
Eagle,23,30
Eagle,18,24
Eagle,18,27
Eagle,17,23
Eagle,19,26
Pontiac,19,27
Eagle,19,29
Eagle,21,29
Ford,29,38
Ford,25,31
Ford,18,27
Ford,18,27
Ford,15,22
Ford,16,25
Ford,16,24
Ford,20,28
Ford,19,23
Pontiac,23,28
Ford,23,30
Ford,18,24
Ford,18,24
Geo,37,44
Geo,26,31
Geo,33,39
Honda,25,33
Honda,24,32
Honda,26,33
Honda,28,35
Pontiac,23,29
Honda,30,35
Honda,33,41
Honda,19,24
Honda,19,24
Honda,21,26
Honda,19,24
Honda,19,24
Infiniti,16,22
Lexus,16,22
Lexus,17,22
Pontiac,23,31
Lexus,16,22
Mazda,23,31
Mazda,26,34
Mazda,18,25
Mazda,20,26
Mazda,20,28
Mazda,23,31
Mazda,18,24
Mazda,18,24
Mitsubishi,17,23
Subaru,21,24
Mitsubishi,18,27
Mitsubishi,18,24
Mitsubishi,19,26
Mitsubishi,19,29
Mitsubishi,21,29
Mitsubishi,24,29
Mitsubishi,28,35
Mitsubishi,23,30
Mitsubishi,23,30
Mitsubishi,16,22
Subaru,23,29
Mitsubishi,17,23
Mitsubishi,16,22
Mitsubishi,16,22
Mitsubishi,15,23
Pontiac,17,26
Pontiac,17,28
Pontiac,15,23
Pontiac,15,24
Rolls-Royce,10,15
Saturn,23,33
Toyota,23,30
Saturn,21,31
Saturn,22,32
Saturn,25,36
Subaru,21,28
Subaru,22,29
Subaru,21,26
Subaru,19,26
Subaru,19,26
Subaru,15,22
Suzuki,23,31
Toyota,30,35
Suzuki,26,34
