sale.date,borough,borough_name,neighborhood,building.class.category,zip.code,sale.price,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,sale.year,age
2018-02-15,5,Staten Island,BULLS HEAD,01 ONE FAMILY DWELLINGS,10303,140000,1,0,1,1365,953,1988,2018,30
2018-02-15,5,Staten Island,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS,10305,1639382,1,0,1,5653,4200,2016,2018,2
2018-02-15,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,529000,1,0,1,2746,1410,1975,2018,43
2018-02-15,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,585000,1,0,1,4000,1680,1970,2018,48
2018-02-15,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,425000,1,0,1,9766,2016,1930,2018,88
2018-02-15,5,Staten Island,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,10306,550000,1,0,1,3840,2093,1970,2018,48
2018-02-15,5,Staten Island,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,10306,515000,1,0,1,2248,1024,1980,2018,38
2018-02-15,5,Staten Island,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,10314,198000,1,0,1,2150,1547,1975,2018,43
2018-02-15,5,Staten Island,OAKWOOD,01 ONE FAMILY DWELLINGS,10306,300000,1,0,1,2300,750,1996,2018,22
2018-02-15,5,Staten Island,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS,10309,575000,1,0,1,7000,1482,1950,2018,68
2018-02-15,5,Staten Island,SOUTH BEACH,01 ONE FAMILY DWELLINGS,10305,585000,1,0,1,2000,1198,2012,2018,6
2018-02-15,5,Staten Island,TOTTENVILLE,01 ONE FAMILY DWELLINGS,10307,165000,1,0,1,2500,680,1910,2018,108
2018-02-15,5,Staten Island,WILLOWBROOK,01 ONE FAMILY DWELLINGS,10314,260000,1,0,1,5034,512,1925,2018,93
2018-02-15,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,575000,1,0,1,2000,1496,1984,2018,34
2018-02-14,2,Bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,10469,400000,1,0,1,2050,1280,1920,2018,98
2018-02-14,2,Bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,10466,250000,1,0,1,4322,1200,1940,2018,78
2018-02-14,2,Bronx,CITY ISLAND,01 ONE FAMILY DWELLINGS,10464,440000,1,0,1,4462,400,1920,2018,98
2018-02-14,2,Bronx,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,10456,338676,1,0,1,2357,1320,1988,2018,30
2018-02-14,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11220,650000,1,0,1,910,840,1950,2018,68
2018-02-14,3,Brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,11236,422500,1,0,1,1908,1520,1965,2018,53
2018-02-14,3,Brooklyn,CONEY ISLAND,01 ONE FAMILY DWELLINGS,11224,525000,1,0,1,2200,1520,1980,2018,38
2018-02-14,3,Brooklyn,CYPRESS HILLS,01 ONE FAMILY DWELLINGS,11208,300000,1,0,1,2180,1190,1910,2018,108
2018-02-14,3,Brooklyn,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,750000,1,0,1,4000,984,1920,2018,98
2018-02-14,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,985000,1,0,1,2500,1674,1920,2018,98
2018-02-14,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,838000,1,0,1,2800,1672,1925,2018,93
2018-02-14,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,652500,1,0,1,1750,1080,1930,2018,88
2018-02-14,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,595000,1,0,1,1512,960,1940,2018,78
2018-02-14,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11365,880000,1,0,1,2352,1260,1950,2018,68
2018-02-14,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,920000,1,0,1,1775,1783,1945,2018,73
2018-02-14,4,Queens,GLENDALE,01 ONE FAMILY DWELLINGS,11385,635000,1,0,1,1869,1597,1920,2018,98
2018-02-14,4,Queens,HILLCREST,01 ONE FAMILY DWELLINGS,11432,727500,1,0,1,4000,752,1940,2018,78
2018-02-14,4,Queens,HOLLISWOOD,01 ONE FAMILY DWELLINGS,11423,975000,1,0,1,4000,1664,1940,2018,78
2018-02-14,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,445146,1,0,1,3720,2492,1930,2018,88
2018-02-14,4,Queens,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,11432,1525000,1,0,1,6003,2728,1935,2018,83
2018-02-14,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11428,13878,1,0,1,3600,1236,1920,2018,98
2018-02-14,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11418,775000,1,0,1,3680,1760,1910,2018,108
2018-02-14,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,510000,1,0,1,1358,1440,1930,2018,88
2018-02-14,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,655000,1,0,1,3190,1190,1920,2018,98
2018-02-14,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,375000,1,0,1,3700,1473,1950,2018,68
2018-02-14,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,295000,1,0,1,2500,1528,1925,2018,93
2018-02-14,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,949000,1,0,1,3697,1705,1940,2018,78
2018-02-14,4,Queens,WOODSIDE,01 ONE FAMILY DWELLINGS,11377,788000,1,0,1,1710,1116,1960,2018,58
2018-02-14,4,Queens,WOODSIDE,01 ONE FAMILY DWELLINGS,11377,450000,1,0,1,2500,1337,1901,2018,117
2018-02-14,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,390000,1,0,1,560,1510,1996,2018,22
2018-02-14,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,408000,1,0,1,1650,1378,1980,2018,38
2018-02-14,5,Staten Island,BULLS HEAD,01 ONE FAMILY DWELLINGS,10314,460000,1,0,1,2880,1530,1980,2018,38
2018-02-14,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,58000,1,0,1,2800,1440,1980,2018,38
2018-02-14,5,Staten Island,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,10306,400000,1,0,1,3431,1440,1965,2018,53
2018-02-14,5,Staten Island,OAKWOOD,01 ONE FAMILY DWELLINGS,10306,569999,1,0,1,3552,1344,1994,2018,24
2018-02-14,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,400000,1,0,1,2700,1136,1910,2018,108
2018-02-14,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,236250,1,0,1,1776,1750,2005,2018,13
2018-02-14,5,Staten Island,ROSEBANK,01 ONE FAMILY DWELLINGS,10305,401430,1,0,1,1940,1440,1995,2018,23
2018-02-14,5,Staten Island,ROSSVILLE,01 ONE FAMILY DWELLINGS,10309,1350000,1,0,1,10230,3970,1990,2018,28
2018-02-14,5,Staten Island,ROSSVILLE,01 ONE FAMILY DWELLINGS,10309,375000,1,0,1,998,1825,1992,2018,26
2018-02-14,5,Staten Island,ROSSVILLE,01 ONE FAMILY DWELLINGS,10309,591500,1,0,1,2375,1400,1995,2018,23
2018-02-14,5,Staten Island,SUNNYSIDE,01 ONE FAMILY DWELLINGS,10301,355000,1,0,1,2000,512,1930,2018,88
2018-02-14,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,380000,1,0,1,2168,1620,2006,2018,12
2018-02-14,5,Staten Island,WESTERLEIGH,01 ONE FAMILY DWELLINGS,10314,745000,1,0,1,4500,1860,1965,2018,53
2018-02-13,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS,10469,700000,1,0,1,2042,1040,1940,2018,78
2018-02-13,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS,10469,470000,1,0,1,1800,1813,1950,2018,68
2018-02-13,2,Bronx,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,10459,450000,1,0,1,1125,1842,1901,2018,117
2018-02-13,3,Brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,11236,207500,1,0,1,1800,1800,1965,2018,53
2018-02-13,3,Brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,11236,400000,1,0,1,3742,1280,1925,2018,93
2018-02-13,3,Brooklyn,CARROLL GARDENS,01 ONE FAMILY DWELLINGS,11231,3750000,1,0,1,1250,2400,1899,2018,119
2018-02-13,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,625000,1,0,1,1600,1540,1940,2018,78
2018-02-13,3,Brooklyn,OCEAN PARKWAY-SOUTH,01 ONE FAMILY DWELLINGS,11235,800000,1,0,1,1235,1386,1925,2018,93
2018-02-13,4,Queens,BELLE HARBOR,01 ONE FAMILY DWELLINGS,11694,825000,1,0,1,6000,2589,1925,2018,93
2018-02-13,4,Queens,COLLEGE POINT,01 ONE FAMILY DWELLINGS,11356,725000,1,0,1,2100,1836,1960,2018,58
2018-02-13,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,980000,1,0,1,3500,1252,1930,2018,88
2018-02-13,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11355,890000,1,0,1,1800,1224,1950,2018,68
2018-02-13,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11412,415000,1,0,1,3600,1000,1955,2018,63
2018-02-13,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,555000,1,0,1,4000,2328,1930,2018,88
2018-02-13,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,373000,1,0,1,4000,1080,1950,2018,68
2018-02-13,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11422,336000,1,0,1,3142,1304,1930,2018,88
2018-02-13,4,Queens,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,11379,790000,1,0,1,1800,1188,1940,2018,78
2018-02-13,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11417,498000,1,0,1,2565,1136,1925,2018,93
2018-02-13,4,Queens,REGO PARK,01 ONE FAMILY DWELLINGS,11374,1080000,1,0,1,2700,1950,1932,2018,86
2018-02-13,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,578779,1,0,1,2500,1592,1920,2018,98
2018-02-13,4,Queens,ROCKAWAY PARK,01 ONE FAMILY DWELLINGS,11694,495000,1,0,1,1935,1332,2002,2018,16
2018-02-13,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,386000,1,0,1,10000,648,1915,2018,103
2018-02-13,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,359000,1,0,1,2000,800,1940,2018,78
2018-02-13,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,549000,1,0,1,2558,1428,1925,2018,93
2018-02-13,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,305000,1,0,1,3000,1368,1920,2018,98
2018-02-13,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,1100000,1,0,1,5000,2236,1920,2018,98
2018-02-13,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,551000,1,0,1,2100,1472,1920,2018,98
2018-02-13,5,Staten Island,DONGAN HILLS,01 ONE FAMILY DWELLINGS,10304,650000,1,0,1,2184,1230,2000,2018,18
2018-02-13,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,450000,1,0,1,1413,1381,1992,2018,26
2018-02-13,5,Staten Island,GRASMERE,01 ONE FAMILY DWELLINGS,10304,596592,1,0,1,1336,1230,2016,2018,2
2018-02-13,5,Staten Island,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,10314,370000,1,0,1,1773,1080,2005,2018,13
2018-02-13,5,Staten Island,NEW DORP,01 ONE FAMILY DWELLINGS,10306,295000,1,0,1,4500,1620,1955,2018,63
2018-02-13,5,Staten Island,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,10306,310000,1,0,1,2400,2008,1983,2018,35
2018-02-13,5,Staten Island,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,10314,640000,1,0,1,2222,1550,2013,2018,5
2018-02-13,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,410000,1,0,1,3800,1056,1925,2018,93
2018-02-13,5,Staten Island,SOUTH BEACH,01 ONE FAMILY DWELLINGS,10305,402000,1,0,1,2821,448,1920,2018,98
2018-02-13,5,Staten Island,STAPLETON,01 ONE FAMILY DWELLINGS,10304,362500,1,0,1,1188,1912,1989,2018,29
2018-02-13,5,Staten Island,TRAVIS,01 ONE FAMILY DWELLINGS,10314,450000,1,0,1,1280,1350,2003,2018,15
2018-02-13,5,Staten Island,WESTERLEIGH,01 ONE FAMILY DWELLINGS,10314,780000,1,0,1,6000,2200,1905,2018,113
2018-02-13,5,Staten Island,WILLOWBROOK,01 ONE FAMILY DWELLINGS,10314,1130000,1,0,1,3785,2800,2002,2018,16
2018-02-12,2,Bronx,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,10465,595000,1,0,1,3080,1887,1925,2018,93
2018-02-12,2,Bronx,RIVERDALE,01 ONE FAMILY DWELLINGS,10471,1300000,1,0,1,11623,3596,1925,2018,93
2018-02-12,2,Bronx,SOUNDVIEW,01 ONE FAMILY DWELLINGS,10473,405000,1,0,1,1767,1836,1970,2018,48
2018-02-12,3,Brooklyn,BERGEN BEACH,01 ONE FAMILY DWELLINGS,11234,990000,1,0,1,10000,1870,1940,2018,78
2018-02-12,3,Brooklyn,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,11213,1300000,1,1,2,1290,1960,1920,2018,98
2018-02-12,3,Brooklyn,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,500000,1,0,1,1800,1334,1920,2018,98
2018-02-12,3,Brooklyn,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,365000,1,0,1,1700,1200,1925,2018,93
2018-02-12,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,670000,1,0,1,1573,1224,1935,2018,83
2018-02-12,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11358,778400,1,0,1,1888,1920,1930,2018,88
2018-02-12,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,680000,1,0,1,4840,1485,1935,2018,83
2018-02-12,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,494000,1,0,1,4000,1430,1950,2018,68
2018-02-12,4,Queens,DOUGLASTON,01 ONE FAMILY DWELLINGS,11363,970000,1,0,1,10000,1800,1925,2018,93
2018-02-12,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11004,644500,1,0,1,4150,1107,1950,2018,68
2018-02-12,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,705000,1,0,1,1512,960,1940,2018,78
2018-02-12,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,1550000,1,0,1,4154,1420,1940,2018,78
2018-02-12,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11429,305000,1,0,1,1860,1449,1950,2018,68
2018-02-12,4,Queens,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,11370,700000,1,0,1,4000,2002,1960,2018,58
2018-02-12,4,Queens,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,11432,1260000,1,0,1,10560,2542,1935,2018,83
2018-02-12,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,355000,1,0,1,2441,1528,1940,2018,78
2018-02-12,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,630000,1,0,1,1829,1215,1920,2018,98
2018-02-12,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11416,338000,1,0,1,2000,1332,1925,2018,93
2018-02-12,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11416,460000,1,0,1,2002,1264,1930,2018,88
2018-02-12,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11428,535000,1,0,1,2800,1792,1925,2018,93
2018-02-12,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,630000,1,0,1,4000,1981,1925,2018,93
2018-02-12,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,380000,1,0,1,2494,1344,1930,2018,88
2018-02-12,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,475000,1,0,1,4000,1476,1930,2018,88
2018-02-12,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,230000,1,0,1,2100,1146,1920,2018,98
2018-02-12,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,525000,1,0,1,2000,1336,1920,2018,98
2018-02-12,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,590000,1,0,1,2230,1552,2011,2018,7
2018-02-12,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,472500,1,0,1,3168,1076,1980,2018,38
2018-02-12,5,Staten Island,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS,10304,565000,1,0,1,4000,816,1955,2018,63
2018-02-12,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,475000,1,0,1,4000,988,1965,2018,53
2018-02-12,5,Staten Island,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,10314,385000,1,0,1,1773,1080,2005,2018,13
2018-02-12,5,Staten Island,NEW DORP,01 ONE FAMILY DWELLINGS,10306,485000,1,0,1,4000,712,1950,2018,68
2018-02-12,5,Staten Island,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,10306,660000,1,0,1,5000,1248,1978,2018,40
2018-02-12,5,Staten Island,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,10314,640900,1,0,1,2625,1800,2005,2018,13
2018-02-12,5,Staten Island,ROSEBANK,01 ONE FAMILY DWELLINGS,10305,500000,1,0,1,2000,1200,1976,2018,42
2018-02-12,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,870500,1,0,1,3800,2250,2002,2018,16
2018-02-12,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,1500000,1,0,1,44137,1280,1920,2018,98
2018-02-09,2,Bronx,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY DWELLINGS,10468,260000,1,0,1,1955,1532,1901,2018,117
2018-02-09,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,1050000,1,0,1,2665,2088,1925,2018,93
2018-02-09,3,Brooklyn,BERGEN BEACH,01 ONE FAMILY DWELLINGS,11234,325000,1,0,1,2000,1064,1925,2018,93
2018-02-09,3,Brooklyn,EAST NEW YORK,01 ONE FAMILY DWELLINGS,11207,493500,1,0,1,1600,1402,1920,2018,98
2018-02-09,3,Brooklyn,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,410000,1,0,1,1358,1420,1940,2018,78
2018-02-09,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,890800,1,0,1,2192,1408,1925,2018,93
2018-02-09,3,Brooklyn,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,11234,560000,1,0,1,1850,1596,1920,2018,98
2018-02-09,3,Brooklyn,SUNSET PARK,01 ONE FAMILY DWELLINGS,11232,810000,1,1,2,2025,1600,1920,2018,98
2018-02-09,4,Queens,BEECHHURST,01 ONE FAMILY DWELLINGS,11357,696345,1,0,1,1600,1024,1945,2018,73
2018-02-09,4,Queens,BEECHHURST,01 ONE FAMILY DWELLINGS,11357,1435000,1,0,1,4000,2570,2001,2018,17
2018-02-09,4,Queens,BEECHHURST,01 ONE FAMILY DWELLINGS,11357,1900000,1,0,1,6000,4300,1998,2018,20
2018-02-09,4,Queens,BRIARWOOD,01 ONE FAMILY DWELLINGS,11435,750500,1,0,1,4000,1650,1920,2018,98
2018-02-09,4,Queens,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,11693,255500,1,0,1,2589,1260,1930,2018,88
2018-02-09,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,443000,1,0,1,4000,1503,1945,2018,73
2018-02-09,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11004,630000,1,0,1,4000,900,1955,2018,63
2018-02-09,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11366,800000,1,0,1,2850,1746,1930,2018,88
2018-02-09,4,Queens,HAMMELS,01 ONE FAMILY DWELLINGS,11693,375000,1,0,1,2435,896,1955,2018,63
2018-02-09,4,Queens,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,11432,1375000,1,0,1,9580,2161,1940,2018,78
2018-02-09,4,Queens,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,11432,790000,1,0,1,3400,2029,1930,2018,88
2018-02-09,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,615000,1,0,1,1554,1110,1935,2018,83
2018-02-09,4,Queens,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,11379,545000,1,0,1,2400,1662,1925,2018,93
2018-02-09,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,300000,1,0,1,3400,816,1935,2018,83
2018-02-09,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,276000,1,0,1,2091,1120,1920,2018,98
2018-02-09,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,399000,1,0,1,2500,1189,1925,2018,93
2018-02-09,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,525000,1,0,1,2438,1264,1925,2018,93
2018-02-09,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,465000,1,0,1,2500,1026,1935,2018,83
2018-02-09,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,327073,1,0,1,2200,1224,1930,2018,88
2018-02-09,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,810000,1,0,1,4400,1118,1960,2018,58
2018-02-09,5,Staten Island,ANNADALE,01 ONE FAMILY DWELLINGS,10312,700000,1,0,1,8000,688,1925,2018,93
2018-02-09,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,590000,1,0,1,2500,993,2007,2018,11
2018-02-09,5,Staten Island,BULLS HEAD,01 ONE FAMILY DWELLINGS,10314,447000,1,0,1,2684,1868,1960,2018,58
2018-02-09,5,Staten Island,CLOVE LAKES,01 ONE FAMILY DWELLINGS,10301,910000,1,0,1,4400,2720,1999,2018,19
2018-02-09,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,660000,1,0,1,4000,1720,1965,2018,53
2018-02-09,5,Staten Island,GRASMERE,01 ONE FAMILY DWELLINGS,10304,290000,1,0,1,3520,2310,1960,2018,58
2018-02-09,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,486000,1,0,1,2578,1248,1983,2018,35
2018-02-09,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,328250,1,0,1,5280,1080,1960,2018,58
2018-02-09,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,531000,1,0,1,2500,1230,1960,2018,58
2018-02-09,5,Staten Island,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,10306,400000,1,0,1,1047,1360,1987,2018,31
2018-02-09,5,Staten Island,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10301,320000,1,0,1,4284,1196,1960,2018,58
2018-02-09,5,Staten Island,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10301,375000,1,0,1,4200,910,1965,2018,53
2018-02-09,5,Staten Island,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,10306,1120075,1,0,1,8000,1536,1960,2018,58
2018-02-09,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,258570,1,0,1,2500,1267,1925,2018,93
2018-02-09,5,Staten Island,STAPLETON,01 ONE FAMILY DWELLINGS,10304,596506,1,0,1,960,900,1998,2018,20
2018-02-09,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10301,660000,1,0,1,4920,2200,2004,2018,14
2018-02-08,2,Bronx,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,10465,1535000,1,0,1,8750,3456,1899,2018,119
2018-02-08,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS,10469,530000,1,0,1,2000,1738,1945,2018,73
2018-02-08,2,Bronx,WAKEFIELD,01 ONE FAMILY DWELLINGS,10466,416250,1,0,1,1128,1648,1965,2018,53
2018-02-08,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11220,670000,1,0,1,845,892,1950,2018,68
2018-02-08,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11220,1260000,1,0,1,4025,2680,1905,2018,113
2018-02-08,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,562000,1,0,1,2500,1933,1920,2018,98
2018-02-08,3,Brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,11212,295000,1,0,1,2000,1640,1987,2018,31
2018-02-08,3,Brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,11212,460000,1,0,1,2100,1292,1940,2018,78
2018-02-08,3,Brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,11236,300000,1,0,1,1575,1224,1960,2018,58
2018-02-08,3,Brooklyn,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,11225,1499999,1,0,1,2555,2268,1905,2018,113
2018-02-08,3,Brooklyn,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,11228,1100000,1,0,1,2000,1421,1925,2018,93
2018-02-08,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11203,534000,1,0,1,2500,1520,1930,2018,88
2018-02-08,3,Brooklyn,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11212,599000,1,0,1,1600,1584,1940,2018,78
2018-02-08,3,Brooklyn,MILL BASIN,01 ONE FAMILY DWELLINGS,11234,999000,1,0,1,3500,1959,1960,2018,58
2018-02-08,3,Brooklyn,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,11230,1275000,1,0,1,2200,1244,1925,2018,93
2018-02-08,3,Brooklyn,PARK SLOPE,01 ONE FAMILY DWELLINGS,11215,5150000,1,0,1,2000,4624,1910,2018,108
2018-02-08,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11364,952000,1,0,1,4000,1390,1945,2018,73
2018-02-08,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,660000,1,0,1,3500,1188,1935,2018,83
2018-02-08,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,550000,1,0,1,4000,1563,1940,2018,78
2018-02-08,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,900000,1,0,1,4100,1304,1945,2018,73
2018-02-08,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11366,650000,1,0,1,1710,1260,1945,2018,73
