tconst,title_type,primary_title,simple_title,year,runtime_minutes,average_rating,num_votes
tt7286474,movie,Worst. Christmas. Ever.,worst christmas ever,2020,80,3.7,238
tt7293972,video,Office Christmas Party: Throwing an Office Christmas Party,office christmas party throwing an office christmas party,2017,11,5.7,41
tt7328154,movie,Holiday,holiday,2018,93,5.7,4456
tt7332118,video,On Holiday with Timon & Pumbaa,on holiday with timon  pumbaa,1997,65,7.2,87
tt7370936,tvMovie,The Christmas Train,the christmas train,2017,99,6.4,3261
tt7396738,tvMovie,A Christmas Cruise,a christmas cruise,2017,90,4.7,602
tt7399040,movie,This Is Christmas,this is christmas,2017,128,3.9,27
tt7404820,tvMovie,Runaway Christmas Bride,runaway christmas bride,2017,89,4.4,634
tt7421814,tvMovie,Snowed-Inn Christmas,snowedinn christmas,2017,86,7.3,3186
tt7422638,tvMovie,48 Christmas Wishes,48 christmas wishes,2017,84,3.9,1234
tt7435168,movie,Christmas Down Under,christmas down under,2021,85,4.4,925
tt7440948,tvMovie,Christmas in Evergreen,christmas in evergreen,2017,84,6.5,2999
tt7476494,movie,A Frozen Christmas 2,a frozen christmas 2,2017,70,4.4,53
tt7481324,movie,Summer Holidays,summer holidays,1996,NA,5.2,15
tt7488536,movie,A Yeti Stole Christmas,a yeti stole christmas,2018,NA,6.8,45
tt7534150,movie,Our Happy Holiday,our happy holiday,2018,102,5.9,2062
tt7549006,movie,Hope for the Holidays,hope for the holidays,2020,91,8.1,99
tt7557728,tvMovie,Christmas at Holly Lodge,christmas at holly lodge,2017,84,6.5,1742
tt7588798,tvMovie,Miss Christmas,miss christmas,2017,84,6.6,2280
tt7605066,tvMovie,Wrapped Up in Christmas,wrapped up in christmas,2017,87,6,891
tt7605144,tvMovie,A Royal Christmas Ball,a royal christmas ball,2017,86,4.6,1037
tt7608418,movie,A Christmas Prince,a christmas prince,2017,92,5.8,21264
tt7608534,movie,Christmas Inheritance,christmas inheritance,2017,104,5.7,12963
tt7616668,tvMovie,Christmas Next Door,christmas next door,2017,86,6.5,2730
tt7620598,movie,The Nights Before Christmas,the nights before christmas,2019,103,3.8,386
tt7621886,tvMovie,Christmas in Mississippi,christmas in mississippi,2017,90,6.4,1798
tt7630836,tvMovie,Christmas Connection,christmas connection,2017,83,6.4,2000
tt7642542,tvMovie,Magical Christmas Ornaments,magical christmas ornaments,2017,90,6.3,1878
tt7642558,tvMovie,Four Christmases and a Wedding,four christmases and a wedding,2017,90,5.9,1387
tt7643644,tvMovie,Rocky Mountain Christmas,rocky mountain christmas,2017,90,6.5,1820
tt7647000,tvMovie,"With Love, Christmas",with love christmas,2017,84,6.7,2211
tt7650288,tvMovie,CMA Country Christmas,cma country christmas,2017,121,6.8,21
tt7656706,movie,Christmas Wander,christmas wander,2017,90,6.6,56
tt7657462,tvMovie,A Bramble House Christmas,a bramble house christmas,2017,84,7.1,2593
tt7658836,tvMovie,Hit Mom: Murderous Christmas,hit mom murderous christmas,2017,90,5.9,94
tt7677130,tvMovie,A Big Lego Christmas,a big lego christmas,2016,NA,7.3,14
tt7683858,video,Thomas & Friends: Thomas' Holiday Collection,thomas  friends thomas holiday collection,2017,288,4.3,30
tt7685176,tvMovie,The Christmas Hot Dog,the christmas hot dog,2017,22,7.2,17
tt7688990,tvMovie,Christmas Getaway,christmas getaway,2017,90,7,3417
tt7690328,movie,A Meowy Christmas,a meowy christmas,2017,60,5.8,62
tt7692814,tvMovie,My Christmas Prince,my christmas prince,2017,85,5.2,1089
tt7696976,tvMovie,A Joyous Christmas,a joyous christmas,2017,84,6.2,1484
tt7697712,tvMovie,Sharing Christmas,sharing christmas,2017,90,6.1,1433
tt7704762,tvMovie,Christmas in Angel Falls,christmas in angel falls,2017,84,6.5,1704
tt7708960,movie,Santa's Christmas Elf (Named Calvin),santas christmas elf named calvin,1971,70,2.4,68
tt7713204,tvMovie,Home: For the Holidays,home for the holidays,2017,45,4.9,177
tt7714136,tvMovie,Karen Kingsbury's Maggie's Christmas Miracle,karen kingsburys maggies christmas miracle,2017,83,6.9,2179
tt7714138,tvMovie,Christmas Encore,christmas encore,2017,83,5.7,1364
tt7717806,video,Little Orphan Annie's A Very Animated Christmas,little orphan annies a very animated christmas,1995,30,6.3,18
tt7724646,video,Christmas Delivery,christmas delivery,2017,NA,5.9,11
tt7736496,movie,Jingle Jangle: A Christmas Journey,jingle jangle a christmas journey,2020,122,6.5,20013
tt7736656,tvMovie,Christmas Cupcakes,christmas cupcakes,2018,88,5.7,710
tt7743592,video,BBC One Christmas 2017: The Supporting Act,bbc one christmas 2017 the supporting act,2017,2,6.7,10
tt7766092,tvMovie,A Christmas Carol Goes Wrong,a christmas carol goes wrong,2017,49,7.4,863
tt7771558,movie,Twelve Days of Christmas,twelve days of christmas,2020,88,4,103
tt7771978,tvMovie,Tim Vine Travels Through Time Christmas Special,tim vine travels through time christmas special,2017,NA,6,55
tt7772362,video,"The Wiggles: Wiggly, Wiggly Christmas!",the wiggles wiggly wiggly christmas,2017,NA,8.8,10
tt7775578,video,Stefan Molyneux's Eight Hour Christmas Spectacular,stefan molyneuxs eight hour christmas spectacular,2017,NA,3.4,13
tt7776712,movie,Charlie's Christmas Wish,charlies christmas wish,2020,94,4.8,140
tt7777212,video,Christmas Gone Viral,christmas gone viral,2017,59,3.7,29
tt7784186,video,The Christmas Light,the christmas light,1995,23,1.7,126
tt7784794,video,The Christmas That Almost Wasn't,the christmas that almost wasnt,1983,27,4.1,13
tt7785870,movie,A Frozen Christmas,a frozen christmas,2016,76,6.4,73
tt7790040,movie,Dead by Christmas,dead by christmas,2018,59,3.1,86
tt7820614,movie,A Christmas Carol,a christmas carol,2017,57,5,35
tt7831530,movie,Christmas at the Royal Hotel,christmas at the royal hotel,2018,108,4.1,151
tt7833914,movie,Our Dream Christmas,our dream christmas,2017,98,5.5,53
tt7841536,movie,Holiday Hell,holiday hell,2019,100,4.4,536
tt7872704,tvMovie,Christmas Perfection,christmas perfection,2018,90,5.5,1016
tt7944518,movie,A Quarantined Christmas,a quarantined christmas,2020,94,6.8,17
tt7949540,tvMovie,Benidorm: 10 Years on Holiday,benidorm 10 years on holiday,2018,60,7.9,45
tt7963848,movie,All I Want for Christmas,all i want for christmas,2018,92,5.6,280
tt7966708,movie,A Christmas Monstrosity,a christmas monstrosity,2018,NA,8.7,13
tt7987702,movie,3 Bears Christmas,3 bears christmas,2019,84,5,62
tt7999950,movie,Every Other Holiday,every other holiday,2018,90,6.9,966
tt8001860,video,An Ex-Hooker's Christmas Carol,an exhookers christmas carol,1995,NA,4.2,24
tt8011424,movie,Helene Fischer: Christmas - Live from the Hofburg Vienna,helene fischer christmas  live from the hofburg vienna,2015,140,8,10
tt8022676,tvMovie,Marrying Father Christmas,marrying father christmas,2018,85,6.3,1535
tt8041006,tvMovie,Christmas with a View,christmas with a view,2018,91,5.2,5249
tt8042004,movie,Killer Raccoons! 2! Dark Christmas in the Dark!,killer raccoons 2 dark christmas in the dark,2020,96,3.7,131
tt8079790,movie,Four Cousins & a Christmas,four cousins  a christmas,2021,90,2.9,182
tt8096860,movie,A Feminist Christmas Carol,a feminist christmas carol,2017,NA,1.8,14
tt8123506,movie,The Golden Holiday,the golden holiday,2020,106,5.4,365
tt8190860,movie,Holiday Monday,holiday monday,2021,95,5,611
tt8232648,movie,A Christmas Carol,a christmas carol,2018,81,7.6,150
tt8244578,tvMovie,Christmas Break-In,christmas breakin,2018,87,4.5,1683
tt8255490,movie,Christmas Survival,christmas survival,2018,101,5.1,1097
tt8262802,movie,The Holiday Calendar,the holiday calendar,2018,95,5.7,11120
tt8291022,movie,London Mitchell's Christmas,london mitchells christmas,2019,90,5.9,74
tt8295976,tvMovie,A Very Nutty Christmas,a very nutty christmas,2018,90,5.9,1488
tt8300786,tvMovie,"It's Christmas, Eve",its christmas eve,2018,84,6.6,1561
tt8322908,tvMovie,Christmas Catch,christmas catch,2018,87,5.4,1769
tt8354006,tvMovie,Christmas Camp,christmas camp,2018,81,5.7,815
tt8377698,movie,Rekindling Christmas,rekindling christmas,2020,103,6.9,22
tt8395220,tvMovie,A Christmas for the Books,a christmas for the books,2018,90,5.2,1022
tt8416396,tvMovie,A Christmas to Cherish,a christmas to cherish,2019,83,6.1,1029
tt8420670,tvMovie,The Last Christmas Home,the last christmas home,2018,82,5.8,1106
tt8425830,tvMovie,A Baby for Christmas,a baby for christmas,2018,93,5.8,78
tt8443810,movie,Christmas Harmony,christmas harmony,2018,85,6.3,761
tt8451018,tvMovie,Poinsettias for Christmas,poinsettias for christmas,2018,86,6.5,1445
tt8498184,tvMovie,Christmas at Pemberley Manor,christmas at pemberley manor,2018,84,6.3,2710
tt8510488,movie,Holiday in the Wild,holiday in the wild,2019,85,6.2,16743
tt8521718,movie,The United States vs. Billie Holiday,the united states vs billie holiday,2021,126,6.3,14328
tt8535852,movie,A Frozen Christmas 3,a frozen christmas 3,2018,70,3.8,51
tt8539280,movie,The Legend of the Christmas Witch,the legend of the christmas witch,2018,98,4.8,869
tt8552834,movie,A Bennett Song Holiday,a bennett song holiday,2020,117,6,71
tt8582056,movie,High Holiday,high holiday,2021,85,4.4,125
tt8583694,tvMovie,Christmas on Holly Lane,christmas on holly lane,2018,86,6.4,1051
tt8587650,tvMovie,Christmas Joy,christmas joy,2018,84,6.4,2002
tt8611700,movie,Christmas at the Chateau,christmas at the chateau,2019,98,3.8,338
tt8613908,tvMovie,The Christmas Contract,the christmas contract,2018,89,6.8,2805
tt8623904,movie,Last Christmas,last christmas,2019,103,6.5,86058
tt8634202,tvMovie,A Shoe Addict's Christmas,a shoe addicts christmas,2018,85,6.5,2951
tt8659750,tvMovie,Hometown Holiday,hometown holiday,2018,84,5.1,1169
tt8667202,tvMovie,Christmas with a Prince,christmas with a prince,2018,86,5.3,1966
tt8669354,movie,Throwback Holiday,throwback holiday,2018,88,6.1,480
tt8672786,tvMovie,A Christmas Arrangement,a christmas arrangement,2018,90,5.4,603
tt8694374,tvMovie,Christmas at Graceland,christmas at graceland,2018,85,5.7,1691
tt8701132,movie,Christmas Manger,christmas manger,2018,90,5.4,195
tt8705364,movie,Screwed Up Christmas,screwed up christmas,2018,NA,7.8,10
tt8708564,tvMovie,Christmas in the Highlands,christmas in the highlands,2019,84,4.8,816
tt8709036,movie,A Christmas Prince: The Royal Wedding,a christmas prince the royal wedding,2018,92,5.3,11628
tt8717018,movie,The Christmas Cabin,the christmas cabin,2019,85,4.6,479
tt8732914,tvMovie,Road to Christmas,road to christmas,2018,84,6.7,2186
tt8794030,movie,Pastor Greg's Reboot - Hope for Christmas,pastor gregs reboot  hope for christmas,2018,45,4.5,30
tt8796786,tvMovie,A Twist of Christmas,a twist of christmas,2018,87,6.4,974
tt8805246,tvMovie,The Truth About Christmas,the truth about christmas,2018,90,5.6,642
tt8824542,tvMovie,Christmas Cracker,christmas cracker,2015,45,8,10
tt8835626,movie,Teenage Girl: Valerie's Holiday,teenage girl valeries holiday,2019,90,8.6,74
tt8846262,tvMovie,Christmas Cupid's Arrow,christmas cupids arrow,2018,90,4.6,347
tt8850510,movie,Oh Deer: It's Christmas,oh deer its christmas,2018,75,8,102
tt8851036,tvMovie,Coins for Christmas,coins for christmas,2018,90,6.4,151
tt8861786,movie,Puppy Star Christmas,puppy star christmas,2018,91,3.7,290
tt8864962,movie,Holiday,holiday,2018,84,3,33
tt8879926,movie,A Raunchy Christmas Story,a raunchy christmas story,2018,72,1.7,132
tt8888808,movie,A Holiday Boyfriend,a holiday boyfriend,2019,105,4.7,371
tt8892454,movie,Almost Christmas,almost christmas,2020,90,6.2,55
tt8894218,video,"1982 Burger King Christmas Commercial with Lea Thompson, Elisabeth Shue and Sarah Michelle Gellar",1982 burger king christmas commercial with lea thompson elisabeth shue and sarah michelle gellar,1983,1,6.7,67
tt8932798,tvMovie,A Christmas Fury,a christmas fury,2017,NA,6.9,49
tt8941352,video,A Grinch Christmas Carol,a grinch christmas carol,2012,2,1,41
tt8942494,tvMovie,Christmas Pen Pals,christmas pen pals,2018,87,7,1527
tt8974850,tvMovie,A Christmas Coincidence,a christmas coincidence,2018,87,6.6,1909
tt8990334,tvMovie,Memories of Christmas,memories of christmas,2018,120,6,779
tt9020648,movie,One Crazy Christmas,one crazy christmas,2018,85,4.9,127
tt9024926,movie,Another Happy Christmas,another happy christmas,2020,90,5.7,493
tt9028784,tvMovie,Christmas at Grand Valley,christmas at grand valley,2018,85,6.3,1390
tt9028802,tvMovie,Christmas Everlasting,christmas everlasting,2018,85,6.3,1113
tt9028856,tvMovie,Christmas Wonderland,christmas wonderland,2018,120,5.9,3417
tt9028872,tvMovie,Entertaining Christmas,entertaining christmas,2018,85,6.1,1134
tt9028880,tvMovie,Christmas Made to Order,christmas made to order,2018,80,5.7,4879
tt9029324,tvMovie,Northern Lights of Christmas,northern lights of christmas,2018,84,6.6,1550
tt9030506,tvMovie,Darci Lynne: My Hometown Christmas,darci lynne my hometown christmas,2018,60,7.7,47
tt9032562,tvMovie,Homegrown Christmas,homegrown christmas,2018,88,6,1194
tt9033308,tvMovie,Welcome to Christmas,welcome to christmas,2018,90,6.3,1466
tt9033632,tvMovie,Christmas at the Palace,christmas at the palace,2018,85,6.3,2472
tt9033634,tvMovie,Christmas in Evergreen: Letters to Santa,christmas in evergreen letters to santa,2018,84,6.6,2088
tt9033636,tvMovie,A Majestic Christmas,a majestic christmas,2018,94,5.9,714
tt9033640,tvMovie,Hope at Christmas,hope at christmas,2018,84,6.5,1534
tt9033646,tvMovie,Reunited at Christmas,reunited at christmas,2018,85,6.3,1296
tt9033712,tvMovie,Christmas in Love,christmas in love,2018,84,6.3,2223
tt9047392,tvMovie,A Christmas Village,a christmas village,2018,84,4.7,491
tt9050186,movie,A New Lease on Christmas,a new lease on christmas,2021,87,5.3,232
tt9058820,tvMovie,My Christmas Inn,my christmas inn,2018,100,5.6,2405
tt9058944,tvMovie,Hometown Christmas,hometown christmas,2018,90,5.9,855
tt9059048,tvMovie,The Christmas Pact,the christmas pact,2018,84,5.8,612
tt9067272,tvMovie,Christmas Lost and Found,christmas lost and found,2018,87,6,526
tt9070794,movie,Holiday Spectacular,holiday spectacular,2018,48,6.6,73
tt9083646,tvMovie,Christmas on Honeysuckle Lane,christmas on honeysuckle lane,2018,100,6.2,1313
tt9087578,tvMovie,Once Upon a Christmas Miracle,once upon a christmas miracle,2018,83,7.3,2478
tt9093130,tvMovie,Time for Me to Come Home for Christmas,time for me to come home for christmas,2018,84,6.6,1747
tt9101480,tvMovie,A Christmas in Tennessee,a christmas in tennessee,2018,87,6.7,1469
tt9101692,tvMovie,Christmas Around the Corner,christmas around the corner,2018,87,6.6,1685
tt9102152,tvMovie,Every Day Is Christmas,every day is christmas,2018,85,5.9,552
tt9103028,tvMovie,Return to Christmas Creek,return to christmas creek,2018,86,6.1,2325
tt9103602,tvMovie,A Veteran's Christmas,a veterans christmas,2018,84,7,2266
tt9104384,movie,American Christmas,american christmas,2019,80,3.6,229
tt9134798,tvMovie,Shoelaces for Christmas,shoelaces for christmas,2018,90,6.4,529
tt9136058,movie,A Christmas Carol,a christmas carol,2020,94,5.2,374
tt9144004,movie,Lost at Christmas,lost at christmas,2020,100,5.1,653
tt9149382,tvMovie,Pete the Cat: A Very Groovy Christmas,pete the cat a very groovy christmas,2018,31,6.9,65
tt9154566,tvMovie,A Christmas Switch,a christmas switch,2018,86,6,1122
tt9165666,movie,The CBeebies Christmas Show: Thumbelina,the cbeebies christmas show thumbelina,2018,73,7.7,23
tt9168416,tvMovie,Small Town Christmas,small town christmas,2018,85,6.7,1899
tt9182202,movie,The Least of These: A Christmas Story,the least of these a christmas story,2018,101,6,370
tt9201720,movie,A New Christmas,a new christmas,2019,79,5.3,359
tt9202096,tvMovie,Christmas Bells Are Ringing,christmas bells are ringing,2018,88,6.4,1698
tt9202102,tvMovie,Chandler Christmas Getaway,chandler christmas getaway,2018,88,5.3,137
tt9212666,tvMovie,Forever Christmas,forever christmas,2018,90,5.7,1328
tt9217732,tvMovie,A Christmas in Royal Fashion,a christmas in royal fashion,2018,90,5.3,795
tt9217772,tvMovie,A Wedding for Christmas,a wedding for christmas,2018,90,5.3,1083
tt9233904,tvMovie,Elf Pets: Santa's St. Bernards Save Christmas,elf pets santas st bernards save christmas,2018,26,5.5,116
tt9251922,video,The twelve days of Christmas,the twelve days of christmas,1995,26,6.9,28
tt9274824,tvMovie,A Snow White Christmas,a snow white christmas,2018,87,4.9,753
tt9288486,tvMovie,Ghosting: The Spirit of Christmas,ghosting the spirit of christmas,2019,87,5.9,608
tt9292510,movie,A Stone Cold Christmas,a stone cold christmas,2018,90,5.7,213
tt9296692,tvMovie,Country Christmas Album,country christmas album,2018,88,5.7,546
tt9315418,tvMovie,Free Rein: The Twelve Neighs of Christmas,free rein the twelve neighs of christmas,2018,56,5.7,4578
tt9316574,movie,Forgotten Christmas,forgotten christmas,2019,70,5.9,420
tt9347106,tvMovie,Christmas in Paris,christmas in paris,2019,90,5.2,633
tt9351618,tvMovie,Let's Go Luna!: Luna's Christmas Around the World,lets go luna lunas christmas around the world,2018,47,9.2,18
tt9351856,movie,Holiday Twist,holiday twist,2023,95,9,720
tt9361052,video,D'Astrain No Cinema - Christmas Special,dastrain no cinema  christmas special,2018,5,9.3,81
tt9371880,tvMovie,Disney Parks Presents a 25 Days of Christmas Holiday Party,disney parks presents a 25 days of christmas holiday party,2018,NA,6.8,15
tt9387380,movie,A Christmas Carol,a christmas carol,2018,121,2.4,20
tt9410240,video,Emmet's Holiday Party: A Lego Movie Short,emmets holiday party a lego movie short,2018,2,6,224
tt9416854,movie,A Christmas Carol,a christmas carol,2018,51,3.7,21
tt9424462,movie,The Grump Who Stole Christmas,the grump who stole christmas,2018,72,5.9,52
tt9448428,tvMovie,Micky Flanagan's Christmas,micky flanagans christmas,2018,44,5.2,34
tt9460802,tvMovie,Christmas Cartoons: 14 Christmas Cartoon Classics - 2 Hours of Holiday Favorites,christmas cartoons 14 christmas cartoon classics  2 hours of holiday favorites,2016,119,6.5,33
tt9467594,video,The Christmas Brigade,the christmas brigade,1996,73,2.3,44
tt9480418,video,Black Christmas Revisited,black christmas revisited,2002,36,6.8,15
tt9485074,tvMovie,When Christmas Goes Horribly Wrong,when christmas goes horribly wrong,2018,172,5.4,10
tt9487414,tvMovie,The Secret Story of the BBC Christmas Tapes,the secret story of the bbc christmas tapes,2018,29,6.5,13
