gamename,date,year,month,avg,peak
Black Desert Online,2021-01-31,2021,1,17367.16,23806
Black Desert Online,2021-02-28,2021,2,15495.5,31685
Borderlands 2,2012-09-30,2012,9,61242.78,123596
Borderlands 2,2012-10-31,2012,10,31966.15,68559
Borderlands 2,2012-11-30,2012,11,15770.14,31391
Borderlands 2,2012-12-31,2012,12,14772.67,28993
Borderlands 2,2013-01-31,2013,1,14659.73,28507
Borderlands 2,2013-02-28,2013,2,10947.64,25383
Borderlands 2,2013-03-31,2013,3,7122.03,16153
Borderlands 2,2013-04-30,2013,4,8481.32,17604
Borderlands 2,2013-05-31,2013,5,13081.76,40649
Borderlands 2,2013-06-30,2013,6,12965.78,27818
Borderlands 2,2013-07-31,2013,7,20718.38,49680
Borderlands 2,2013-08-31,2013,8,13784.16,28306
Borderlands 2,2013-09-30,2013,9,10401.23,20874
Borderlands 2,2013-10-31,2013,10,11104.53,23777
Borderlands 2,2013-11-30,2013,11,7895.07,17302
Borderlands 2,2013-12-31,2013,12,11957.88,25836
Borderlands 2,2014-01-31,2014,1,11983.48,28057
Borderlands 2,2014-02-28,2014,2,14338.6,47105
Borderlands 2,2014-03-31,2014,3,7935.08,18448
Borderlands 2,2014-04-30,2014,4,6869.43,13248
Borderlands 2,2014-05-31,2014,5,6588.54,12169
Borderlands 2,2014-06-30,2014,6,11696.14,37558
Borderlands 2,2014-07-31,2014,7,14407.96,30875
Borderlands 2,2014-08-31,2014,8,17264.42,67322
Borderlands 2,2014-09-30,2014,9,13678.4,32832
Borderlands 2,2014-10-31,2014,10,11123.35,25558
Borderlands 2,2014-11-30,2014,11,7016.6,15119
Borderlands 2,2014-12-31,2014,12,7882.59,15743
Borderlands 2,2015-01-31,2015,1,7647.83,16789
Borderlands 2,2015-02-28,2015,2,6784.29,14115
Borderlands 2,2015-03-31,2015,3,9073.05,21917
Borderlands 2,2015-04-30,2015,4,7502.42,15930
Borderlands 2,2015-05-31,2015,5,5661.07,10242
Borderlands 2,2015-06-30,2015,6,8290.33,17472
Borderlands 2,2015-07-31,2015,7,8104.06,15088
Borderlands 2,2015-08-31,2015,8,7639.27,15419
Borderlands 2,2015-09-30,2015,9,6142.78,15346
Borderlands 2,2015-10-31,2015,10,7067.86,14744
Borderlands 2,2015-11-30,2015,11,8185.12,16804
Borderlands 2,2015-12-31,2015,12,8445.27,15408
Borderlands 2,2016-01-31,2016,1,8845.13,17772
Borderlands 2,2016-02-29,2016,2,8749.26,16127
Borderlands 2,2016-03-31,2016,3,8030.34,19014
Borderlands 2,2016-04-30,2016,4,6455.57,12387
Borderlands 2,2016-05-31,2016,5,5558.24,10762
Borderlands 2,2016-06-30,2016,6,6052.53,12360
Borderlands 2,2016-07-31,2016,7,7405.84,15058
Borderlands 2,2016-08-31,2016,8,5524.2,9480
Borderlands 2,2016-09-30,2016,9,8652.93,18784
Borderlands 2,2016-10-31,2016,10,6233.13,12956
Borderlands 2,2016-11-30,2016,11,5571.46,12446
Borderlands 2,2016-12-31,2016,12,7309.89,16062
Borderlands 2,2017-01-31,2017,1,9114.67,18099
Borderlands 2,2017-02-28,2017,2,6614.71,11971
Borderlands 2,2017-03-31,2017,3,8039.84,19286
Borderlands 2,2017-04-30,2017,4,6847.71,12665
Borderlands 2,2017-05-31,2017,5,5831.66,10136
Borderlands 2,2017-06-30,2017,6,7256.53,15238
Borderlands 2,2017-07-31,2017,7,9741.55,17654
Borderlands 2,2017-08-31,2017,8,6355.3,10483
Borderlands 2,2017-09-30,2017,9,5783.57,10113
Borderlands 2,2017-10-31,2017,10,6117.17,11901
Borderlands 2,2017-11-30,2017,11,8467.58,18854
Borderlands 2,2017-12-31,2017,12,7865.81,13769
Borderlands 2,2018-01-31,2018,1,7958.75,14723
Borderlands 2,2018-02-28,2018,2,6951.53,12875
Borderlands 2,2018-03-31,2018,3,7877.07,15599
Borderlands 2,2018-04-30,2018,4,6723.64,11831
Borderlands 2,2018-05-31,2018,5,8055.89,26724
Borderlands 2,2018-06-30,2018,6,9430.78,17063
Borderlands 2,2018-07-31,2018,7,8850.57,14474
Borderlands 2,2018-08-31,2018,8,5580.05,9224
Borderlands 2,2018-09-30,2018,9,7278.96,13833
Borderlands 2,2018-10-31,2018,10,5599.01,9892
Borderlands 2,2018-11-30,2018,11,6560.25,12946
Borderlands 2,2018-12-31,2018,12,7619.02,16548
Borderlands 2,2019-01-31,2019,1,8385.63,16585
Borderlands 2,2019-02-28,2019,2,8713.76,16798
Borderlands 2,2019-03-31,2019,3,9850.03,44256
Borderlands 2,2019-04-30,2019,4,24517.61,59333
Borderlands 2,2019-05-31,2019,5,13447.98,28233
Borderlands 2,2019-06-30,2019,6,34832.21,80287
Borderlands 2,2019-07-31,2019,7,19699.18,42052
Borderlands 2,2019-08-31,2019,8,12211.98,20265
Borderlands 2,2019-09-30,2019,9,10857.09,19528
Borderlands 2,2019-10-31,2019,10,7174.14,19282
Borderlands 2,2019-11-30,2019,11,4275.44,7649
Borderlands 2,2019-12-31,2019,12,4192.12,7177
Borderlands 2,2020-01-31,2020,1,4421.33,7021
Borderlands 2,2020-02-29,2020,2,4144.21,6709
Borderlands 2,2020-03-31,2020,3,5518.44,9735
Borderlands 2,2020-04-30,2020,4,5605.51,9866
Borderlands 2,2020-05-31,2020,5,5622.96,10516
Borderlands 2,2020-06-30,2020,6,4549.83,8398
Borderlands 2,2020-07-31,2020,7,3536.23,5711
Borderlands 2,2020-08-31,2020,8,3546.35,5513
Borderlands 2,2020-09-30,2020,9,3096.73,5081
Borderlands 2,2020-10-31,2020,10,2464.53,4172
Borderlands 2,2020-11-30,2020,11,2749.52,5798
Borderlands 2,2020-12-31,2020,12,3565.87,6227
Borderlands 2,2021-01-31,2021,1,3570.17,6809
Borderlands 2,2021-02-28,2021,2,4365.29,7971
Borderlands 3,2020-03-31,2020,3,53124.97,93597
Borderlands 3,2020-04-30,2020,4,22173.78,49479
Borderlands 3,2020-05-31,2020,5,14973.16,34315
Borderlands 3,2020-06-30,2020,6,7133.96,18514
Borderlands 3,2020-07-31,2020,7,8785.67,17781
Borderlands 3,2020-08-31,2020,8,8873.5,23377
Borderlands 3,2020-09-30,2020,9,8705.12,18328
Borderlands 3,2020-10-31,2020,10,5595.13,10199
Borderlands 3,2020-11-30,2020,11,5728.6,15189
Borderlands 3,2020-12-31,2020,12,8540.47,16912
Borderlands 3,2021-01-31,2021,1,7676.75,16501
Borderlands 3,2021-02-28,2021,2,8338.27,15911
Borderlands: The Pre-Sequel,2014-10-31,2014,10,24023.65,67244
Borderlands: The Pre-Sequel,2014-11-30,2014,11,7837.47,25023
Borderlands: The Pre-Sequel,2014-12-31,2014,12,4279.62,10466
Borderlands: The Pre-Sequel,2015-01-31,2015,1,3777.19,10302
Borderlands: The Pre-Sequel,2015-02-28,2015,2,2574.42,5933
Borderlands: The Pre-Sequel,2015-03-31,2015,3,2984.5,8799
Borderlands: The Pre-Sequel,2015-04-30,2015,4,2361.5,5854
Borderlands: The Pre-Sequel,2015-05-31,2015,5,1422.38,2773
Borderlands: The Pre-Sequel,2015-06-30,2015,6,2923.16,8479
Borderlands: The Pre-Sequel,2015-07-31,2015,7,2179.03,4569
Borderlands: The Pre-Sequel,2015-08-31,2015,8,2502.99,6758
Borderlands: The Pre-Sequel,2015-09-30,2015,9,1544.7,3834
Borderlands: The Pre-Sequel,2015-10-31,2015,10,1623.06,3454
Borderlands: The Pre-Sequel,2015-11-30,2015,11,1451.82,3828
Borderlands: The Pre-Sequel,2015-12-31,2015,12,1694.65,3871
Borderlands: The Pre-Sequel,2016-01-31,2016,1,2005.63,4982
Borderlands: The Pre-Sequel,2016-02-29,2016,2,1780.75,3612
Borderlands: The Pre-Sequel,2016-03-31,2016,3,1846.46,6021
Borderlands: The Pre-Sequel,2016-04-30,2016,4,1422.73,3175
Borderlands: The Pre-Sequel,2016-05-31,2016,5,1113.58,2386
Borderlands: The Pre-Sequel,2016-06-30,2016,6,1131.45,2701
Borderlands: The Pre-Sequel,2016-07-31,2016,7,1576.15,3328
Borderlands: The Pre-Sequel,2016-08-31,2016,8,1285.64,2508
Borderlands: The Pre-Sequel,2016-09-30,2016,9,1902.74,4767
Borderlands: The Pre-Sequel,2016-10-31,2016,10,1180.38,2767
Borderlands: The Pre-Sequel,2016-11-30,2016,11,1082.98,2856
Borderlands: The Pre-Sequel,2016-12-31,2016,12,1398.1,3542
Borderlands: The Pre-Sequel,2017-01-31,2017,1,1636.59,4281
Borderlands: The Pre-Sequel,2017-02-28,2017,2,1101.01,2187
Borderlands: The Pre-Sequel,2017-03-31,2017,3,1299.47,3676
Borderlands: The Pre-Sequel,2017-04-30,2017,4,1007.43,2002
Borderlands: The Pre-Sequel,2017-05-31,2017,5,1015.66,2502
Borderlands: The Pre-Sequel,2017-06-30,2017,6,1372.58,3120
Borderlands: The Pre-Sequel,2017-07-31,2017,7,1490.82,3202
Borderlands: The Pre-Sequel,2017-08-31,2017,8,961.63,1761
Borderlands: The Pre-Sequel,2017-09-30,2017,9,926.49,1848
Borderlands: The Pre-Sequel,2017-10-31,2017,10,1041.49,2238
Borderlands: The Pre-Sequel,2017-11-30,2017,11,1252.21,3153
Borderlands: The Pre-Sequel,2017-12-31,2017,12,1189.61,2478
Borderlands: The Pre-Sequel,2018-01-31,2018,1,1348.57,2838
Borderlands: The Pre-Sequel,2018-02-28,2018,2,1065.5,2358
Borderlands: The Pre-Sequel,2018-03-31,2018,3,1102.78,2545
Borderlands: The Pre-Sequel,2018-04-30,2018,4,948.45,1854
Borderlands: The Pre-Sequel,2018-05-31,2018,5,905.27,1771
Borderlands: The Pre-Sequel,2018-06-30,2018,6,1029.36,2479
Borderlands: The Pre-Sequel,2018-07-31,2018,7,1245.15,2676
Borderlands: The Pre-Sequel,2018-08-31,2018,8,814.75,1609
Borderlands: The Pre-Sequel,2018-09-30,2018,9,1154.26,2327
Borderlands: The Pre-Sequel,2018-10-31,2018,10,871.13,1718
Borderlands: The Pre-Sequel,2018-11-30,2018,11,1213.41,3072
Borderlands: The Pre-Sequel,2018-12-31,2018,12,1415.05,3612
Borderlands: The Pre-Sequel,2019-01-31,2019,1,1507.17,3672
Borderlands: The Pre-Sequel,2019-02-28,2019,2,1384.9,3182
Borderlands: The Pre-Sequel,2019-03-31,2019,3,1621.73,9211
Borderlands: The Pre-Sequel,2019-04-30,2019,4,4318.5,12065
Borderlands: The Pre-Sequel,2019-05-31,2019,5,2287.46,5388
Borderlands: The Pre-Sequel,2019-06-30,2019,6,4224.53,9580
Borderlands: The Pre-Sequel,2019-07-31,2019,7,2833.73,6265
Borderlands: The Pre-Sequel,2019-08-31,2019,8,1928.15,3424
Borderlands: The Pre-Sequel,2019-09-30,2019,9,1835.6,3503
Borderlands: The Pre-Sequel,2019-10-31,2019,10,1092.22,2586
Borderlands: The Pre-Sequel,2019-11-30,2019,11,765.37,1563
Borderlands: The Pre-Sequel,2019-12-31,2019,12,690.9,1322
Borderlands: The Pre-Sequel,2020-01-31,2020,1,685.07,1334
Borderlands: The Pre-Sequel,2020-02-29,2020,2,637.27,1136
Borderlands: The Pre-Sequel,2020-03-31,2020,3,859.86,1830
Borderlands: The Pre-Sequel,2020-04-30,2020,4,898.35,1677
Borderlands: The Pre-Sequel,2020-05-31,2020,5,817.75,1687
Borderlands: The Pre-Sequel,2020-06-30,2020,6,708.83,1423
Borderlands: The Pre-Sequel,2020-07-31,2020,7,528.46,922
Borderlands: The Pre-Sequel,2020-08-31,2020,8,496.23,840
Borderlands: The Pre-Sequel,2020-09-30,2020,9,473.53,858
Borderlands: The Pre-Sequel,2020-10-31,2020,10,397.76,750
Borderlands: The Pre-Sequel,2020-11-30,2020,11,423.09,853
Borderlands: The Pre-Sequel,2020-12-31,2020,12,476.84,878
Borderlands: The Pre-Sequel,2021-01-31,2021,1,505.91,946
Borderlands: The Pre-Sequel,2021-02-28,2021,2,588.74,1168
Call of Duty: Black Ops III,2015-11-30,2015,11,24852.85,63681
Call of Duty: Black Ops III,2015-12-31,2015,12,17367.15,37374
Call of Duty: Black Ops III,2016-01-31,2016,1,14292.49,30760
Call of Duty: Black Ops III,2016-02-29,2016,2,13504.68,36698
Call of Duty: Black Ops III,2016-03-31,2016,3,11877.23,29517
Call of Duty: Black Ops III,2016-04-30,2016,4,9311.94,21544
Call of Duty: Black Ops III,2016-05-31,2016,5,8901.41,22951
Call of Duty: Black Ops III,2016-06-30,2016,6,6970.97,13817
Call of Duty: Black Ops III,2016-07-31,2016,7,6543.53,13494
Call of Duty: Black Ops III,2016-08-31,2016,8,6955.7,14610
Call of Duty: Black Ops III,2016-09-30,2016,9,6233.11,14867
Call of Duty: Black Ops III,2016-10-31,2016,10,6913.73,19089
Call of Duty: Black Ops III,2016-11-30,2016,11,3905.41,8977
Call of Duty: Black Ops III,2016-12-31,2016,12,3586.78,7893
Call of Duty: Black Ops III,2017-01-31,2017,1,4000.83,8419
Call of Duty: Black Ops III,2017-02-28,2017,2,3590.55,7633
Call of Duty: Black Ops III,2017-03-31,2017,3,3267.22,7851
Call of Duty: Black Ops III,2017-04-30,2017,4,3433.69,7209
Call of Duty: Black Ops III,2017-05-31,2017,5,4714.16,11135
Call of Duty: Black Ops III,2017-06-30,2017,6,5663.43,13011
Call of Duty: Black Ops III,2017-07-31,2017,7,4842.42,9322
Call of Duty: Black Ops III,2017-08-31,2017,8,3788.35,6773
Call of Duty: Black Ops III,2017-09-30,2017,9,3026.88,6514
Call of Duty: Black Ops III,2017-10-31,2017,10,2766.07,6060
Call of Duty: Black Ops III,2017-11-30,2017,11,2039.45,4396
Call of Duty: Black Ops III,2017-12-31,2017,12,2177.72,5979
Call of Duty: Black Ops III,2018-01-31,2018,1,2257.54,4631
Call of Duty: Black Ops III,2018-02-28,2018,2,1958.06,3950
Call of Duty: Black Ops III,2018-03-31,2018,3,1998.8,4475
Call of Duty: Black Ops III,2018-04-30,2018,4,1667.63,3396
Call of Duty: Black Ops III,2018-05-31,2018,5,2007.42,5223
Call of Duty: Black Ops III,2018-06-30,2018,6,2122.25,3975
Call of Duty: Black Ops III,2018-07-31,2018,7,2193.19,3840
Call of Duty: Black Ops III,2018-08-31,2018,8,2169.54,3908
Call of Duty: Black Ops III,2018-09-30,2018,9,1872.42,4129
Call of Duty: Black Ops III,2018-10-31,2018,10,1857.24,3804
Call of Duty: Black Ops III,2018-11-30,2018,11,1450.78,3389
Call of Duty: Black Ops III,2018-12-31,2018,12,1175.17,2404
Call of Duty: Black Ops III,2019-01-31,2019,1,1185.95,2333
Call of Duty: Black Ops III,2019-02-28,2019,2,1051.97,2125
Call of Duty: Black Ops III,2019-03-31,2019,3,1194.39,2443
Call of Duty: Black Ops III,2019-04-30,2019,4,1460.21,3020
Call of Duty: Black Ops III,2019-05-31,2019,5,1514.04,3034
Call of Duty: Black Ops III,2019-06-30,2019,6,1850.58,3529
Call of Duty: Black Ops III,2019-07-31,2019,7,2155.57,3579
Call of Duty: Black Ops III,2019-08-31,2019,8,1746.79,3086
Call of Duty: Black Ops III,2019-09-30,2019,9,1371.98,2829
Call of Duty: Black Ops III,2019-10-31,2019,10,1570.77,3225
Call of Duty: Black Ops III,2019-11-30,2019,11,1572.95,3384
Call of Duty: Black Ops III,2019-12-31,2019,12,1722.21,3985
Call of Duty: Black Ops III,2020-01-31,2020,1,1909.37,3885
Call of Duty: Black Ops III,2020-02-29,2020,2,1885.37,3842
Call of Duty: Black Ops III,2020-03-31,2020,3,2353.41,4763
Call of Duty: Black Ops III,2020-04-30,2020,4,3212.01,5445
Call of Duty: Black Ops III,2020-05-31,2020,5,4798.33,8870
Call of Duty: Black Ops III,2020-06-30,2020,6,3623.99,6321
Call of Duty: Black Ops III,2020-07-31,2020,7,3275.54,5394
Call of Duty: Black Ops III,2020-08-31,2020,8,2756.57,4554
Call of Duty: Black Ops III,2020-09-30,2020,9,2823.1,5033
Call of Duty: Black Ops III,2020-10-31,2020,10,3415.09,6288
Call of Duty: Black Ops III,2020-11-30,2020,11,2974.68,6583
Call of Duty: Black Ops III,2020-12-31,2020,12,2033.06,3824
Call of Duty: Black Ops III,2021-01-31,2021,1,2002.62,3695
Call of Duty: Black Ops III,2021-02-28,2021,2,2169.51,4882
Cities: Skylines,2014-08-31,2014,8,0.55,5
Cities: Skylines,2015-03-31,2015,3,26184.57,57421
Cities: Skylines,2015-04-30,2015,4,11712.07,26873
Cities: Skylines,2015-05-31,2015,5,7401.81,14791
Cities: Skylines,2015-06-30,2015,6,6294.13,14130
Cities: Skylines,2015-07-31,2015,7,4913.76,8754
Cities: Skylines,2015-08-31,2015,8,4940.65,9809
Cities: Skylines,2015-09-30,2015,9,5209.75,16148
Cities: Skylines,2015-10-31,2015,10,6540.27,18437
Cities: Skylines,2015-11-30,2015,11,4987.61,11287
Cities: Skylines,2015-12-31,2015,12,5224.57,12177
Cities: Skylines,2016-01-31,2016,1,6573.3,13946
Cities: Skylines,2016-02-29,2016,2,8513.44,27598
Cities: Skylines,2016-03-31,2016,3,6632.16,13360
Cities: Skylines,2016-04-30,2016,4,5437.89,10582
Cities: Skylines,2016-05-31,2016,5,4851.47,9851
Cities: Skylines,2016-06-30,2016,6,6237.9,15212
Cities: Skylines,2016-07-31,2016,7,5213.49,10020
Cities: Skylines,2016-08-31,2016,8,4805.29,8797
Cities: Skylines,2016-09-30,2016,9,6374.41,15810
Cities: Skylines,2016-10-31,2016,10,5954.41,13438
Cities: Skylines,2016-11-30,2016,11,5805.38,13484
Cities: Skylines,2016-12-31,2016,12,8217.45,16837
Cities: Skylines,2017-01-31,2017,1,6803.91,14153
Cities: Skylines,2017-02-28,2017,2,6617.02,13601
Cities: Skylines,2017-03-31,2017,3,5862.5,11277
Cities: Skylines,2017-04-30,2017,4,6721.74,12655
Cities: Skylines,2017-05-31,2017,5,8594.75,24153
Cities: Skylines,2017-06-30,2017,6,8374.38,16585
Cities: Skylines,2017-07-31,2017,7,8144.29,15135
Cities: Skylines,2017-08-31,2017,8,8402.67,20958
Cities: Skylines,2017-09-30,2017,9,7048.83,14069
Cities: Skylines,2017-10-31,2017,10,8425.15,22277
Cities: Skylines,2017-11-30,2017,11,8139.8,15516
Cities: Skylines,2017-12-31,2017,12,8419.33,14794
Cities: Skylines,2018-01-31,2018,1,8308.53,14847
Cities: Skylines,2018-02-28,2018,2,9653.42,22256
Cities: Skylines,2018-03-31,2018,3,7886.68,14708
Cities: Skylines,2018-04-30,2018,4,7472.26,13622
Cities: Skylines,2018-05-31,2018,5,9067.22,23933
Cities: Skylines,2018-06-30,2018,6,9072.96,17022
Cities: Skylines,2018-07-31,2018,7,8676.39,14223
Cities: Skylines,2018-08-31,2018,8,9053.9,16715
Cities: Skylines,2018-09-30,2018,9,10330.6,22645
Cities: Skylines,2018-10-31,2018,10,10750.62,29398
Cities: Skylines,2018-11-30,2018,11,11885.23,23049
Cities: Skylines,2018-12-31,2018,12,10818.41,19160
Cities: Skylines,2019-01-31,2019,1,10348.62,18384
Cities: Skylines,2019-02-28,2019,2,10081.53,19479
Cities: Skylines,2019-03-31,2019,3,10515.14,24892
Cities: Skylines,2019-04-30,2019,4,11192.7,20503
Cities: Skylines,2019-05-31,2019,5,12054.63,23758
Cities: Skylines,2019-06-30,2019,6,11109.93,18494
Cities: Skylines,2019-07-31,2019,7,11552.85,21024
Cities: Skylines,2019-08-31,2019,8,9655.57,15710
Cities: Skylines,2019-09-30,2019,9,9364.19,16389
Cities: Skylines,2019-10-31,2019,10,10213.99,22798
Cities: Skylines,2019-11-30,2019,11,11146.88,23927
Cities: Skylines,2019-12-31,2019,12,11736.43,20120
Cities: Skylines,2020-01-31,2020,1,12280.77,21581
Cities: Skylines,2020-02-29,2020,2,12227.31,20535
Cities: Skylines,2020-03-31,2020,3,17008.95,56061
Cities: Skylines,2020-04-30,2020,4,20066.5,41674
Cities: Skylines,2020-05-31,2020,5,15068.79,25925
Cities: Skylines,2020-06-30,2020,6,12138.89,21358
Cities: Skylines,2020-07-31,2020,7,12133.95,19020
Cities: Skylines,2020-08-31,2020,8,14438.28,25951
Cities: Skylines,2020-09-30,2020,9,14064.93,26363
Cities: Skylines,2020-10-31,2020,10,12439.11,20924
Cities: Skylines,2020-11-30,2020,11,14643.12,30189
Cities: Skylines,2020-12-31,2020,12,14872.81,29751
Cities: Skylines,2021-01-31,2021,1,18333.54,33199
Cities: Skylines,2021-02-28,2021,2,17733.22,30126
Clicker Heroes,2015-05-31,2015,5,36268.32,58173
Clicker Heroes,2015-06-30,2015,6,42720.73,65560
Clicker Heroes,2015-07-31,2015,7,39924.88,58967
Clicker Heroes,2015-08-31,2015,8,31579.34,42975
Clicker Heroes,2015-09-30,2015,9,29039.52,41779
Clicker Heroes,2015-10-31,2015,10,24495.31,35671
Clicker Heroes,2015-11-30,2015,11,21694.79,32588
Clicker Heroes,2015-12-31,2015,12,24804.54,35716
Clicker Heroes,2016-01-31,2016,1,23599.96,34433
Clicker Heroes,2016-02-29,2016,2,20100.64,28811
Clicker Heroes,2016-03-31,2016,3,16909.78,24643
Clicker Heroes,2016-04-30,2016,4,13986.99,20124
Clicker Heroes,2016-05-31,2016,5,11992.54,16964
Clicker Heroes,2016-06-30,2016,6,17010.82,27153
Clicker Heroes,2016-07-31,2016,7,17928.42,24911
Clicker Heroes,2016-08-31,2016,8,14941.01,19498
Clicker Heroes,2016-09-30,2016,9,12130.35,16691
Clicker Heroes,2016-10-31,2016,10,12006.47,16189
Clicker Heroes,2016-11-30,2016,11,13004.79,17263
Clicker Heroes,2016-12-31,2016,12,14016.1,19200
Clicker Heroes,2017-01-31,2017,1,12338.48,15878
Clicker Heroes,2017-02-28,2017,2,11153,14635
Clicker Heroes,2017-03-31,2017,3,10517.76,13499
Clicker Heroes,2017-04-30,2017,4,10014.19,12969
Clicker Heroes,2017-05-31,2017,5,9639.54,12454
Clicker Heroes,2017-06-30,2017,6,8558.09,10991
Clicker Heroes,2017-07-31,2017,7,7672.17,9833
Clicker Heroes,2017-08-31,2017,8,7309.55,9026
Clicker Heroes,2017-09-30,2017,9,7197.67,9237
Clicker Heroes,2017-10-31,2017,10,7319.99,9411
Clicker Heroes,2017-11-30,2017,11,7224.9,9188
Clicker Heroes,2017-12-31,2017,12,10126.71,15109
Clicker Heroes,2018-01-31,2018,1,7777.72,10170
Clicker Heroes,2018-02-28,2018,2,6819.02,9193
Clicker Heroes,2018-03-31,2018,3,6157.24,8210
Clicker Heroes,2018-04-30,2018,4,5736.07,7556
Clicker Heroes,2018-05-31,2018,5,5287.2,6770
Clicker Heroes,2018-06-30,2018,6,4884.08,6307
Clicker Heroes,2018-07-31,2018,7,4870.24,6710
Clicker Heroes,2018-08-31,2018,8,4395.64,5855
Clicker Heroes,2018-09-30,2018,9,3677.12,4968
Clicker Heroes,2018-10-31,2018,10,3239.98,4282
Clicker Heroes,2018-11-30,2018,11,3024.38,3890
Clicker Heroes,2018-12-31,2018,12,2879.21,3865
Clicker Heroes,2019-01-31,2019,1,2741.02,3600
Clicker Heroes,2019-02-28,2019,2,2630.64,3470
Clicker Heroes,2019-03-31,2019,3,2692.86,3746
Clicker Heroes,2019-04-30,2019,4,2725.54,3697
Clicker Heroes,2019-05-31,2019,5,2652.03,3516
Clicker Heroes,2019-06-30,2019,6,2443.07,3185
Clicker Heroes,2019-07-31,2019,7,2246.88,2853
Clicker Heroes,2019-08-31,2019,8,2223.36,2801
Clicker Heroes,2019-09-30,2019,9,2145.11,2854
Clicker Heroes,2019-10-31,2019,10,2112.53,2748
Clicker Heroes,2019-11-30,2019,11,2611.58,3463
Clicker Heroes,2019-12-31,2019,12,2576.39,3535
Clicker Heroes,2020-01-31,2020,1,2535.79,3354
Clicker Heroes,2020-02-29,2020,2,2573.13,3377
Clicker Heroes,2020-03-31,2020,3,2705.61,3690
Clicker Heroes,2020-04-30,2020,4,3050.64,3818
Clicker Heroes,2020-05-31,2020,5,3240.2,5012
Clicker Heroes,2020-06-30,2020,6,3466.41,4887
Clicker Heroes,2020-07-31,2020,7,2931.1,3762
Clicker Heroes,2020-08-31,2020,8,2880.13,3651
Clicker Heroes,2020-09-30,2020,9,2924.2,3940
Clicker Heroes,2020-10-31,2020,10,2832.89,4302
Clicker Heroes,2020-11-30,2020,11,2905.24,3725
Clicker Heroes,2020-12-31,2020,12,2683.88,3548
Clicker Heroes,2021-01-31,2021,1,3367.92,4766
Clicker Heroes,2021-02-28,2021,2,3475.86,4808
Conan Exiles,2016-06-30,2016,6,0.89,12
Conan Exiles,2016-07-31,2016,7,0.33,13
Conan Exiles,2016-08-31,2016,8,1.65,24
Conan Exiles,2016-09-30,2016,9,3.35,34
Conan Exiles,2016-10-31,2016,10,1.93,23
Conan Exiles,2016-11-30,2016,11,2.44,73
Conan Exiles,2016-12-31,2016,12,4.42,34
Conan Exiles,2017-01-31,2017,1,517.38,32772
Conan Exiles,2017-02-28,2017,2,21866.4,53402
Conan Exiles,2017-03-31,2017,3,6980.2,15967
Conan Exiles,2017-04-30,2017,4,3910.43,7645
Conan Exiles,2017-05-31,2017,5,2125.87,3909
Conan Exiles,2017-06-30,2017,6,1794.61,3608
Conan Exiles,2017-07-31,2017,7,1570.09,3113
Conan Exiles,2017-08-31,2017,8,3579.79,12971
Conan Exiles,2017-09-30,2017,9,3005.11,7143
Conan Exiles,2017-10-31,2017,10,1888,4083
Conan Exiles,2017-11-30,2017,11,1862.32,4079
Conan Exiles,2017-12-31,2017,12,2617.57,5225
Conan Exiles,2018-01-31,2018,1,3260.05,5746
Conan Exiles,2018-02-28,2018,2,2556.95,5087
Conan Exiles,2018-03-31,2018,3,1884.52,3677
Conan Exiles,2018-04-30,2018,4,3653.09,12326
Conan Exiles,2018-05-31,2018,5,21556.77,49230
Conan Exiles,2018-06-30,2018,6,13001.37,30233
Conan Exiles,2018-07-31,2018,7,9750.31,18273
Conan Exiles,2018-08-31,2018,8,6678.65,13839
Conan Exiles,2018-09-30,2018,9,4989.59,8646
